subject,studyday,studyday_frac,performance,stress
11,6,5.38,-4.450092628969076,5.437855615409447
11,7,6.58,0.23689708787773567,2.87814483021953
11,11,10.38,-4.164505074298238,3.015204732551492
11,12,11.79,-3.503386952037196,3.3343938550744623
11,13,12.79,-8.71067944535955,4.867046394432895
11,14,13.38,-2.48993321326301,2.7206723850802668
12,1,0.38,-8.665099981322822,4.878026432358187
12,2,1.79,-3.1651367819790908,2.111025479284755
12,3,2.79,-8.26555472804353,4.402319188087285
12,4,3.79,-7.292441659915284,3.783497506333185
12,6,5.58,-8.761471829963034,4.010769511381589
12,7,6.58,-5.0397621807493,6.201343014363605
12,8,7.38,0.916923704631655,3.790847069799423
12,9,8.58,-1.917246241436528,3.9016224511276256
12,11,10.38,-6.643691154608885,3.4958750699544865
12,12,11.38,-8.775450528537565,4.81895490132251
12,13,12.79,-13.870704280032484,5.585986400458178
13,1,0.79,3.956901453967791,3.454127637844845
13,2,1.79,-2.0953756248105737,4.9870316490457505
13,3,2.79,4.773268094880863,2.7059313034459054
13,6,5.79,-12.540349730367545,6.55308664152791
13,7,6.38,-4.397832648098847,5.233864348759523
13,8,7.79,-5.747417731130588,6.492915464201137
13,9,8.79,3.9333911430108857,4.096725891423742
13,11,10.38,3.075210880918417,5.015332644483046
13,12,11.79,-1.771088683566321,6.126559684095239
13,13,12.38,3.1536849972357066,5.340308180084278
14,2,1.58,-1.3602581134110916,5.727293610480224
14,3,2.38,0.9832970105326214,6.193384380163985
14,5,4.79,3.5996885502143225,4.299252790361936
14,6,5.38,3.903401825919322,4.821487387562895
14,7,6.58,7.974555185207903,4.760166330872862
14,8,7.79,1.2910502553421384,4.136276817581885
14,9,8.38,7.553008621249043,2.2075566644379356
14,10,9.58,1.4078184829752471,3.987977512028749
14,11,10.38,-3.469536440988535,6.465645247069788
14,12,11.58,-3.6317240998638347,7.425522708190259
14,13,12.58,7.664632911329498,3.4596216439136596
15,2,1.38,4.999308962639509,0.4158002895902041
15,3,2.58,7.565837400336937,-1.3177653249632844
15,4,3.58,3.343789459135455,1.504818230990987
15,6,5.38,4.684679621672246,0.5648261992485327
15,9,8.38,9.292972997425705,-0.2862615952820897
15,11,10.79,3.481613770739629,0.8223604009994689
15,13,12.58,6.661916040210081,0.011606059073896224
16,1,0.38,-5.9192261972518345,8.166628857801769
16,7,6.79,-8.07057649066309,7.52838169607726
16,8,7.58,-6.783774556417386,7.147966162179005
16,9,8.58,-6.657607599281715,8.120329299374621
16,10,9.58,-5.57785430254085,7.631596354993077
16,11,10.38,5.669515346529781,4.194973963468781
16,12,11.58,-3.0763661501087096,7.358734864351208
16,13,12.38,-3.148645952953312,7.6252812125028315
16,14,13.38,1.2949732767506887,7.410418615658875
17,4,3.79,0.504644840584932,5.2024991709374016
17,5,4.38,-0.3864197054208649,6.080849237270795
17,6,5.38,-1.8786271305939233,5.734536673162401
17,7,6.38,0.9026666850060574,4.523067758401284
17,8,7.58,-3.2969662208714814,8.285096252128477
17,10,9.79,1.8776203519165253,4.046439043471186
17,13,12.79,-0.668606090507403,5.113796894183299
18,1,0.79,1.700567961219126,6.7498399900523
18,2,1.58,10.308887377216275,3.369037797285249
18,5,4.79,-0.5031694128685071,6.144877892547968
18,8,7.38,8.16553499547948,4.942098530415322
18,9,8.38,9.086284820753871,4.902336615119541
18,10,9.38,13.41781456053991,3.0131336726545292
18,11,10.79,9.039662651057132,4.478092816889215
18,12,11.58,5.883030762506474,5.822582902061443
18,14,13.38,11.270972813951442,4.843050692835253
19,1,0.38,10.998288735573077,5.243208061987216
19,2,1.79,16.82562407023808,3.8724316781431023
19,3,2.79,18.016767716021327,3.7791597210903793
19,6,5.79,16.915505058857928,3.68894980453775
19,7,6.58,13.00094267381366,4.290141372005602
19,8,7.79,15.825637925353739,5.337909797179509
19,9,8.58,12.265398848710898,4.816909771399123
19,10,9.58,12.614658857299185,4.767020995677447
19,12,11.38,8.85345280389571,5.643103524613002
19,14,13.79,13.742082911890057,3.2829608151523084
20,1,0.58,-10.014520038167024,5.972939096247638
20,2,1.79,-10.614794354621335,8.271712175152198
20,4,3.38,-8.19800650589461,5.447249884330205
20,5,4.38,-12.066291317301054,6.909006720373667
20,7,6.38,-6.54451637788237,6.402719466647189
20,8,7.38,-6.481144106744497,8.481236445715085
20,9,8.79,-6.884407169857712,7.9526299773963
20,10,9.58,-5.239846273458044,6.32182663352372
20,11,10.79,-5.850486241412167,6.756036098832313
20,12,11.58,0.30703557095346934,2.449015537809171
20,14,13.58,-9.063547452655802,5.959156486525867
21,4,3.79,6.443108085702923,5.330475834083312
21,5,4.58,3.2124913936685022,7.459516177586902
21,6,5.38,12.434973040968913,4.662239795991448
21,7,6.79,8.379754709501743,5.259542180072568
21,8,7.58,8.372822675487912,4.607701812112678
21,9,8.58,13.28596521046818,3.003625758528875
21,10,9.58,8.053094495894669,4.613798104356049
21,11,10.38,6.093800342407999,5.26211587595481
21,12,11.58,4.362849596811429,4.857519247328354
21,14,13.58,2.3822316152404737,5.389873149898658
22,1,0.38,12.179046536229476,4.7478274951734205
22,3,2.38,17.58154698276553,4.21762095089965
22,4,3.58,6.536710692648487,5.970137408773004
22,5,4.38,15.853679840891845,3.2039586502806228
22,6,5.38,9.596261700016466,5.658273280035772
22,7,6.58,7.931814676092611,4.916117771807761
22,8,7.38,22.30287458921505,1.6209478944250817
22,10,9.79,12.503867273056064,4.14854133251563
22,11,10.58,3.993770630359141,6.304149076831455
22,12,11.38,18.303463815400534,2.2641606010612123
22,13,12.38,3.5038376128298703,6.497482128481224
23,2,1.58,-0.17266751686575033,4.6387565793404155
23,4,3.38,-0.6007006778234012,4.333321294215492
23,6,5.79,4.471488344781529,2.828496110783392
23,9,8.58,9.293002275653516,2.2405583039038226
23,10,9.79,7.7546081474942365,1.046812279159431
23,12,11.79,6.922662994780765,2.8183828021857162
23,13,12.38,6.185523509960541,2.6420198535419988
24,4,3.79,-8.651637983782376,9.491304072648129
24,8,7.79,0.6977185043100238,7.513193879375375
24,9,8.38,6.986381978516096,6.560794259655425
24,10,9.79,-3.2294270594677412,8.399637917985407
24,11,10.58,-3.2208978801189225,8.195640993876642
24,12,11.79,0.40575840635187577,6.610060563245722
24,13,12.58,-4.326021461441253,7.76460699825298
25,4,3.58,-4.947004204425925,4.325789608736957
25,5,4.79,-0.09471354429631251,4.254406694732875
25,7,6.58,-2.7527905360449814,4.003979150019953
25,9,8.58,-4.745089359770914,4.5931832930106795
25,11,10.79,-3.3079188803020374,3.8777390749591127
25,12,11.58,-12.430288950854338,6.076995558269
25,13,12.79,-14.244006691779502,5.859976195616096
25,14,13.79,-8.142271441846926,4.931526654533095
26,2,1.58,-7.4633637160295745,9.819740136072792
26,3,2.38,-5.165988337975925,8.467169840529992
26,4,3.38,-1.205174588419636,8.697018873526238
26,6,5.58,-4.125329822740211,7.389166599752906
26,7,6.79,-9.490169630293636,9.565918802559697
26,9,8.38,-8.623733215565077,8.007483368427508
26,10,9.58,-3.5658498544043997,7.29864813530482
26,12,11.79,-11.357156605397876,8.927361672039071
26,14,13.58,-0.34820579923317174,6.896301635326939
27,1,0.79,-2.138767596366566,6.306836094108464
27,3,2.58,-9.328000306012147,9.188945018519428
27,4,3.79,-9.74341738923632,8.794098429171306
27,6,5.58,-12.719400714405067,8.849941357030561
27,12,11.38,-7.89160637349449,8.408941484604087
27,13,12.79,-7.529222826765775,7.840521355341308
28,1,0.58,1.5166821321810353,3.9479703315240826
28,2,1.38,4.147359149135665,4.445544300436395
28,4,3.58,4.9581388929192265,4.793534716339364
28,5,4.79,-2.0343475498907813,6.240555427456873
28,6,5.38,0.7893279001404071,4.864609606637601
28,7,6.79,-1.4655754922081856,5.901931315719859
28,8,7.58,-5.46412905411966,5.8100710870014645
28,10,9.38,-2.4851573652440617,4.670106634008731
28,11,10.38,2.389806613423363,3.4930506154905476
28,12,11.38,-1.1401340009009977,4.885365307422274
28,13,12.58,1.474134805209163,4.654053991767518
28,14,13.58,4.180934537035397,3.1706020076330432
29,1,0.58,3.643833053954113,5.541199772264672
29,2,1.38,2.803423818663563,7.501071343108329
29,3,2.58,4.65534219525053,5.106539581183267
29,4,3.38,3.0487760841660743,5.162914216543394
29,5,4.38,-7.846316839864505,8.063385488054745
29,6,5.38,2.74869172907012,6.071792928514223
29,7,6.58,6.9696532828333355,3.996958842335163
29,8,7.38,2.9030855789057237,4.4896337530181
29,10,9.79,-3.9599926457877856,8.532086252616049
29,11,10.79,-2.197839044996056,7.344217159035117
29,12,11.38,-0.3230847915289883,5.760817771856211
29,13,12.58,6.3501540660926565,3.6172182093230467
30,2,1.79,8.539684520616753,5.319194356374559
30,3,2.79,4.57829548747618,5.964920234048303
30,4,3.79,4.9893203358000795,5.8881451995165675
30,5,4.38,-1.609840905143758,7.197970571090363
30,7,6.38,-9.649240357742553,9.020934698054548
30,8,7.58,-2.56877747133933,7.024658858729254
30,9,8.38,1.2362122129286601,6.634689306248512
30,10,9.79,-0.7663722619729745,6.152462637224716
30,11,10.38,1.7114388480845641,6.109498827362534
30,14,13.38,1.815971201614822,7.080900516375581
31,1,0.58,8.311624033484032,2.6830387138021496
31,2,1.79,3.7304886152475047,6.277406202450173
31,4,3.79,10.4470186080685,3.8629907394605
31,5,4.58,4.909907407720507,5.376579362519122
31,6,5.79,6.627534023178384,3.419380117509706
31,7,6.58,5.895737696114566,4.295132917230708
31,10,9.58,4.103695140219952,3.008265958319627
31,11,10.58,5.93783487408194,3.2388815551253076
31,12,11.79,1.6674875893468284,3.662011610958012
31,13,12.79,-0.4620979152865987,3.9807354389113683
31,14,13.58,-1.642894861435199,4.428438968191651
32,3,2.79,13.94151466257429,5.445951645211292
32,4,3.58,13.704809440212609,6.179744875798557
32,5,4.58,18.12005224033854,4.292207817021071
32,6,5.58,12.448374981991124,6.406514995180596
32,7,6.79,17.13485344716896,5.851165498814662
32,8,7.38,19.94309813971285,3.4068874412211607
32,10,9.79,20.595990123378765,3.671172697193822
32,11,10.38,11.283580315279158,7.11041092800205
32,12,11.79,12.865263409953043,5.463084357421205
32,13,12.38,13.369920967940084,4.871053062113188
32,14,13.58,12.508372648580288,5.549164340829674
33,1,0.58,5.209491586423045,3.0308426504631285
33,3,2.79,2.627284459733289,4.301852303928991
33,5,4.58,0.830291257587898,5.453513226723556
33,6,5.58,0.07976650192751844,3.9866077172878476
33,7,6.58,4.650008432252463,3.813640452644775
33,8,7.58,5.313085140011891,3.6812953289274817
33,9,8.79,3.394164900384444,6.319292243164293
33,10,9.38,5.624478414779783,5.194728335926024
33,13,12.79,5.253755334950839,2.8185160915398875
33,14,13.38,3.921503261917578,3.796367346803982
34,1,0.38,4.5249945690756,3.077954052793873
34,2,1.58,-2.776537091009138,5.522826556619324
34,4,3.58,-3.9705627002219708,5.797521048626053
34,5,4.58,-3.090577985450853,5.16476293936655
34,6,5.79,-4.513040754662214,4.147102723920234
34,7,6.38,-2.1707355286925605,3.3714058151366335
34,8,7.79,-5.811361386706777,4.835913140366291
34,11,10.38,2.2447945931187503,2.685705275011634
34,14,13.38,-8.913229243214305,6.685667745040135
35,1,0.38,4.185496604161585,4.430384993930691
35,2,1.38,11.382284330248828,2.050967928848338
35,3,2.79,-3.7660308297565392,6.506337080723706
35,4,3.38,-2.539402105164193,5.678985010580221
35,5,4.58,8.839577280314586,1.9658428950650637
35,8,7.79,2.654660665149825,4.9389224402389695
35,13,12.58,5.426660003761272,4.0247460651359575
36,1,0.58,-7.267631594487281,8.337905881192862
36,3,2.58,-8.090534581982078,9.024855932758916
36,4,3.79,-5.081852078908594,6.920561550435031
36,5,4.58,-11.970156646647382,7.935550137291209
36,6,5.79,-8.194107055829331,8.50793892645305
36,7,6.79,-1.072875550620871,6.206848022309706
36,8,7.79,-4.40754318062012,7.330638484932988
36,9,8.38,1.146876634138617,6.447366533130103
36,12,11.79,-0.9958284492088618,6.022997082680222
36,13,12.58,-0.6050160586985243,7.189689383178459
36,14,13.79,0.25291748899501343,6.423681688468026
37,2,1.38,-10.007464243117653,6.951583417400622
37,3,2.79,-3.994756698476408,5.432238120233115
37,5,4.58,-0.5554683618677068,4.670296277065411
37,6,5.58,-10.108305675068733,6.493320337262002
37,8,7.58,-17.85330920487175,6.93903420296325
37,9,8.79,-4.5492055771920725,4.061082593245003
37,11,10.79,-2.8152584582590734,4.234539323862647
37,12,11.79,-12.754004840203908,6.010641032480459
37,13,12.58,-10.264959743141409,6.0442624034554
37,14,13.58,-9.326241556768904,5.187353415357676
38,2,1.58,0.8194676432506391,5.444656505286971
38,3,2.58,5.6079372267225285,1.685316993344282
38,4,3.79,10.36000998312216,1.888420178029177
38,6,5.58,1.7549142535307132,3.200860771372445
38,7,6.38,-2.4692377791950273,3.864148664141861
38,9,8.58,5.673296634183965,2.2932581193193435
38,10,9.38,0.6452165140115129,4.894549728717747
38,11,10.58,4.5724709460971145,3.270601467563453
38,12,11.38,1.7423528331652944,2.2955560307587004
38,14,13.79,1.6478943078529058,2.451201144356194
39,1,0.58,4.541866353820284,4.774920230466236
39,2,1.79,0.5729772727001601,6.325150609525971
39,4,3.58,4.35777394235433,4.608202018836586
39,5,4.58,2.964380049823999,5.880058910773535
39,6,5.79,8.496445338265927,4.32229791223217
39,7,6.38,4.469718416122782,5.863615290537955
39,8,7.58,6.902436721719427,6.053648282469074
39,10,9.58,-2.5239349319875086,7.388642275101251
39,11,10.38,1.6071647636323605,5.735963726427169
40,4,3.58,1.4202257954956647,4.715076779016982
40,5,4.58,9.570447967418987,1.665736476200376
40,6,5.79,5.465681145613058,4.154796390385463
40,7,6.38,5.507858335569397,3.7291705635631986
40,8,7.38,0.3568707936580635,5.368887991497479
40,9,8.38,4.756591385900164,2.0040123309267748
40,12,11.38,0.1728000427846057,4.680185360548263
40,14,13.58,-0.4525834253535752,3.2690093952700856
41,1,0.38,4.387800645485351,3.2980607781203175
41,6,5.58,6.333426228773202,3.2277459204423593
41,8,7.58,4.127350104075971,3.5485783805439994
41,10,9.38,4.639792327234957,2.526383522408259
41,11,10.38,2.0420730692586133,3.614522202553197
41,12,11.79,0.6419339182045412,3.7314286575435185
41,13,12.79,4.598781635854989,2.9824557918331864
41,14,13.79,4.999587091174739,2.7830541975384224
42,1,0.79,-8.461810867053813,8.60400019650619
42,2,1.79,0.40508845473196775,4.784181858255251
42,3,2.79,1.24744018569129,5.846706099998422
42,4,3.58,-4.055285815914115,6.870784333385269
42,5,4.58,-8.731072388578854,6.365171745381736
42,6,5.38,-11.056880284071926,7.724430822774538
42,7,6.58,-2.033717651801475,6.695837814100969
42,8,7.38,-2.625308787018383,7.039674786981797
42,9,8.38,-10.59627049191884,7.3103529834270775
42,10,9.58,1.551822338126746,4.360625824703593
42,12,11.38,-4.067229797863211,6.080031364745834
42,13,12.38,-3.210189597943408,6.933542139236527
42,14,13.58,0.1982089392903994,8.076527723928532
43,1,0.79,12.360008809251099,0.8477581657010171
43,2,1.38,10.546445234330127,2.007158466535028
43,3,2.38,1.2751240916546287,4.3818085822344734
43,4,3.58,5.198751833159806,4.379780897491123
43,5,4.58,3.9549315633106934,2.5686678644038845
43,6,5.38,7.737329040769729,1.2395886864287555
43,7,6.79,7.347288034179369,2.0187001428624463
43,8,7.58,4.908291755668546,4.947833007099347
43,9,8.38,10.079086611313121,0.4882678572886596
43,11,10.58,11.766757276664062,2.8109744501784206
43,12,11.58,5.382183888975111,3.8678035217328426
43,14,13.58,8.618316769928647,3.0365160759349954
44,1,0.58,-9.710847323593136,5.412909140856828
44,2,1.79,-10.316368066892519,7.403469902442048
44,3,2.79,-7.269274875811875,5.001779048947776
44,5,4.38,-5.2016437018734685,5.75382127960728
44,7,6.79,-9.251142376315311,4.910098309091644
44,8,7.38,-14.705219624354463,6.067185622805362
44,9,8.38,-4.960096841918119,4.9867639073736045
44,10,9.79,-6.106683383516085,5.87389841606866
44,11,10.58,-2.387808789789771,5.323607877736707
44,12,11.38,-10.02953186191333,8.316959589840483
44,13,12.79,-15.214762397257408,7.506578413740112
44,14,13.79,-4.722649779344845,4.708414326160939
45,1,0.58,10.271578820861652,3.0885176331077977
45,4,3.58,16.45955801276242,2.0441444044745865
45,6,5.58,9.91778230260077,2.4558678890439687
45,7,6.79,10.51485188676192,1.3877672001881587
45,8,7.38,4.276306026095199,4.52508167512928
45,10,9.38,9.183381206772612,2.594004542869574
45,11,10.58,5.059531079650519,3.5988215838492046
45,13,12.58,-1.9128074663825712,5.877698445339611
45,14,13.58,5.659575574765177,4.5357126489713675
46,1,0.58,-6.073935346649645,5.57082560423166
46,3,2.79,-6.828499927632774,6.115905396661233
46,4,3.38,-1.7260755603212017,4.903922447262428
46,5,4.58,-3.5037384109412395,5.668082172197737
46,6,5.58,-18.117380840440006,8.908853603691652
46,7,6.79,-9.560951749130895,7.6779537593070835
46,9,8.79,-4.2921930587318435,5.470973242301573
46,10,9.79,-12.554510687110314,7.855026914948012
46,13,12.38,-7.610034737111784,8.011806711213083
46,14,13.58,-5.662101985727839,5.8120672658277055
47,1,0.38,-4.297850175991165,5.890386589390648
47,2,1.79,-2.8626186041652444,6.197556840075389
47,3,2.38,0.9662261254375537,6.475096433478566
47,4,3.58,-2.7025205771709144,7.027518828188532
47,5,4.38,-0.2144637776376377,6.7116150840111
47,6,5.38,-0.23648583781268162,6.121838665100573
47,8,7.79,-17.85581170405567,9.238867822805759
47,9,8.38,-3.907247983145852,5.982504118141396
47,11,10.79,5.916868158591904,3.9892250419857977
47,12,11.38,1.888382946245829,4.94285287052256
47,13,12.58,0.8089283536463485,5.611697687510253
47,14,13.58,-2.1615434580488015,7.106014694713464
48,1,0.79,7.758496974476676,2.6789191019833387
48,3,2.58,12.691868630154104,2.7631957099664417
48,5,4.79,5.079344384175151,4.053781502008327
48,6,5.79,5.121742651137833,5.134498955654024
48,7,6.38,4.1018905910649295,5.297440716240912
48,8,7.38,7.345104841266996,3.996901055325413
48,9,8.58,7.658001225699758,3.32876467399442
48,11,10.79,-6.583982334694877,7.032023076325797
48,12,11.38,-0.5339365487344363,4.945411418553079
48,13,12.58,6.4408750132750665,4.508090671407416
49,1,0.58,0.6146298315562757,6.892264584443958
49,2,1.38,2.4293924441929384,5.298284325910214
49,5,4.38,-1.9147790000751033,6.46903460867868
49,6,5.79,-0.040781605094014406,6.763667285863383
49,7,6.58,2.384196439707593,5.330464764844499
49,8,7.79,2.6713422525101906,5.8885865266892
49,10,9.38,-0.42915036311794363,6.878089563055609
49,11,10.79,6.267125785186863,4.319565417534187
49,12,11.58,-3.478800731873055,7.576504377752938
49,14,13.38,1.02406746015902,5.971301169888558
50,1,0.79,-9.475542115032972,4.938636069761246
50,2,1.79,-5.368940192041055,4.71879350132474
50,3,2.58,-16.09501781031053,7.530522025854797
50,5,4.38,-11.35749906621337,5.200463194874661
50,7,6.38,-10.367661613764348,5.691845241465738
50,8,7.79,-5.538282735185479,4.916592644493567
50,9,8.58,-4.2884442968971594,4.533898738264714
50,11,10.79,-11.274506460351274,6.335060944746651
50,12,11.58,-12.054441827278072,5.5546921577390105
50,13,12.79,-10.491903317617778,5.860289028134846
50,14,13.79,-8.69779274131848,4.826135870462871
51,1,0.58,2.112385365226715,4.43132924786348
51,2,1.58,2.337263935067927,3.8779002714757786
51,3,2.38,2.7426742370613404,3.7427639653156106
51,4,3.38,2.1019360152047053,3.7783964473894724
51,5,4.58,4.143577792576917,4.711313548661032
51,7,6.79,-0.11222499718081536,4.19858702733499
51,8,7.79,1.619098596786038,2.6354948691392828
51,9,8.38,2.7552601061396125,3.7087962446290748
51,12,11.58,2.580242725473185,3.285659976165632
51,13,12.58,-9.813845841159479,5.3645208667327005
51,14,13.38,-0.10393123724526987,1.6786535910333664
52,2,1.58,7.476105979597078,5.006423328044817
52,5,4.79,4.999017265219744,3.731211438129185
52,6,5.79,5.378632246213644,2.588579888450211
52,7,6.79,-0.06935422614971909,4.116388137858587
52,8,7.38,-1.3476882056360076,3.481127913609856
52,9,8.38,-7.730245391804667,4.753147282189149
52,10,9.79,-3.41654471094653,5.162817012062545
52,11,10.38,-1.6816158062622066,4.810733427288569
52,13,12.79,-1.470898858820492,4.683658172608967
52,14,13.38,-2.8450317044032034,5.517054107373346
53,1,0.79,10.51363079141186,3.0256716745227386
53,3,2.58,17.017197392906713,0.36861337929040294
53,4,3.58,6.803559605309361,4.955721871465865
53,5,4.79,9.389124133947183,3.4661393793679713
53,6,5.79,7.474814753946561,4.488673752762608
53,7,6.38,11.480510665385708,4.252373020011644
53,8,7.38,11.61898545789657,3.434205921783354
53,9,8.38,6.532115089227903,4.400986889833089
53,10,9.79,8.685768917232455,2.0609659563352243
53,11,10.58,5.2434704555377865,4.184036289134042
53,13,12.58,2.3082714666775983,5.1286317143552465
53,14,13.38,6.247531027168721,5.441186504514136
54,1,0.38,3.518326473839443,5.107035812971743
54,2,1.58,8.761178565269933,5.321765769524082
54,3,2.38,9.53517034350898,6.955668853086387
54,5,4.79,12.16598101794439,5.0233256987170884
54,6,5.58,5.803223018976164,6.327872814284366
54,7,6.38,6.107237489843515,5.389239174985279
54,8,7.58,7.29778558027793,4.853555426176435
54,9,8.58,-1.3976535985323433,5.743886374180859
54,10,9.79,4.539435093539949,5.491357910099501
54,11,10.79,7.172565472144255,5.17379503667436
54,14,13.38,7.630380842884726,4.97026415527128
55,1,0.38,4.950732156726714,4.874739748333463
55,2,1.79,1.0127833642248731,6.169837179047104
55,3,2.58,4.818151088773689,3.5599507569555158
55,4,3.79,6.686993506925333,2.6105264952203395
55,6,5.79,11.348696210731891,2.949921652841913
55,7,6.38,9.936560610725522,4.269793915153942
55,9,8.79,6.933013714113855,4.05165096804584
55,10,9.79,8.906762598780158,2.7346806280800946
55,11,10.38,4.687951600981883,4.304626068873069
55,12,11.38,7.0072944816943235,3.912868550134575
55,13,12.58,3.8224208780836415,4.4087953501420785
56,3,2.79,4.321913481878903,4.518222254614947
56,4,3.38,11.787840017443724,2.8967048145191043
56,5,4.38,-0.29515720427015024,6.308574295584708
56,6,5.38,3.821246049097235,6.294473810257674
56,7,6.79,10.26972878469295,4.702635868345871
56,9,8.38,0.849138968588979,6.516675926961103
56,10,9.38,5.994651924692348,5.75534059525077
56,11,10.79,11.005141545100454,3.453426505498772
56,12,11.38,8.022150157688035,5.6612180037937865
56,13,12.38,13.46768323957049,3.3144669612400266
57,1,0.38,2.588165947927813,2.740499317224012
57,2,1.38,1.6559667398623112,3.7299529534864586
57,3,2.79,-2.4172491727240724,4.751757542300666
57,4,3.38,3.2420671313917544,2.2251601013702165
57,6,5.58,-3.9160100478059925,3.428011190396105
57,7,6.58,1.9192767028219406,4.5791810427774005
57,10,9.58,4.597035613729476,3.190578064810286
