gender,smile,nation
female,0.4352839999999999,NLD
female,0,NLD
male,0.504583625,NLD
female,0,NLD
male,0.26993533333333336,NLD
male,0.489380625,NLD
male,0,NLD
male,0.38872,NLD
male,0.13286214285714285,NLD
female,1.3844275,NLD
female,0.6731875555555555,NLD
male,1.419634,NLD
male,0,NLD
female,0.4342444285714286,NLD
female,0.3901638571428572,NLD
female,0.6014598,NLD
female,0.62763,NLD
female,1.6213294,NLD
female,0.833128,NLD
male,0.8081161,NLD
female,1.66437,NLD
female,0.9418968333333334,NLD
female,0.38709533333333335,NLD
female,1.269166,NLD
male,0.003892432,NLD
female,2.0429725000000003,NLD
female,0.760325,NLD
male,0.6369736666666667,NLD
female,0.85503125,JAM
female,1.95288125,JAM
male,0.55051625,JAM
male,0.81184425,JAM
female,0.13040616666666668,JAM
female,1.3104316666666669,JAM
male,1.306412,JAM
male,1.160048,JAM
male,0.8458996666666666,JAM
female,0.6111766666666666,JAM
female,1.232985,JAM
male,0.435124,JAM
male,2.1591814,JAM
male,0.02598228571428571,JAM
male,1.096558,JAM
male,0.64947772,JAM
male,0.483689475,JAM
female,1.028627875,JAM
male,1.48751125,JAM
male,0.9433022125,JAM
male,0.31466822222222224,JAM
male,1.1710897777777778,JAM
male,1.1702725,JAM
male,0.10606925,JAM
female,0.12887225,JAM
female,1.6034715714285714,JAM
male,0.727915,JAM
male,0.777200025,JAM
male,0.8526621249999999,JAM
female,1.762515,JAM
male,0.35131555555555555,JAM
male,0.5009138571428572,JAM
male,1.023275,JAM
male,0.4786058,JAM
male,0.352094,JAM
female,0.66758825,JAM
male,0.12219518,JAM
male,0,JAM
male,0.03229795,JAM
male,1.112815,JAM
female,0.5106818,JAM
male,1.3313529666666666,JAM
male,0.028766,JAM
female,0.4092533333333333,JAM
male,0.6352475,JAM
male,1.5319453333333333,JAM
male,0.5085903333333334,JAM
male,0.4778464999999999,JAM
female,0.97650525,JAM
male,0.254645,JAM
male,0.5560186666666667,JAM
male,0.136972,JAM
female,0.6752904,JAM
male,0.9615649,JAM
male,0.347839,JAM
female,0.683522875,JAM
male,0.0407895,JAM
male,0.4037331,JAM
male,0.849665625,JAM
female,1.824745,JAM
male,0.95182625,JAM
female,2.5906866666666666,JAM
female,0.23195285,JAM
male,0.8049647999999999,JAM
male,1.2006558571428572,JAM
male,0.5534333333333333,JAM
female,1.0321511428571428,JAM
male,0.1529902875,JAM
male,1.0835,JAM
male,0.6517477500000001,JAM
male,0.8444333333333334,JAM
female,0.20210198666666668,JAM
male,0.6542285555555556,JAM
male,0.6825616666666666,JAM
female,0.6908734000000001,JAM
male,0.7719121250000001,JAM
male,1.067627,JAM
female,0.8944476666666666,JAM
male,1.79046,JAM
male,0.4571326,JAM
male,1.7866657142857143,JAM
male,2.079837142857143,JAM
male,1.3139875,JAM
male,0.0480976475,JAM
female,0.963924625,JAM
male,0.27751,JAM
male,0.01489683333333333,JAM
male,0.4159597222222222,JAM
female,1.270897675,JAM
male,0.11890233333333332,JAM
male,0.28774483333333334,JAM
female,0.05272125,JAM
female,1.0538083333333332,JAM
male,1.2732893333333333,JAM
male,0.33958119999999997,JAM
male,0.6015652499999999,JAM
male,0,JAM
female,1.986457142857143,JAM
male,0.642701,JAM
male,0.998282,JAM
male,0,COL
male,0.6715693333333334,COL
male,0.7658604999999999,COL
female,0,COL
male,1.026417125,COL
female,1.179905,COL
female,1.67816,COL
female,0.96756505,COL
female,1.33946975,COL
female,0.8836354444444444,COL
male,0.83382925,COL
male,0.58808035,COL
female,0.3403488571428572,COL
female,1.17461675,COL
male,0.62636145,COL
female,0.6460433333333333,COL
male,1.238033,COL
male,1.1770115,COL
male,0.273208862,COL
female,1.4033884,COL
female,0.9933333333333332,COL
female,1.342686111111111,COL
male,0.31518332,COL
male,1.8842224,COL
male,0.506422,COL
female,0.924431,COL
male,1.04468375,COL
female,0.35956231666666666,COL
male,0,COL
female,0.8827686,COL
female,1.3009525,COL
male,0.23030172857142855,COL
female,1.2148868,COL
male,0.3774765,COL
male,0.37012304285714287,COL
male,1.8429799666666664,COL
male,0.50867525,COL
female,1.7155833333333332,COL
male,0.0187781,COL
male,0.26262,COL
female,0.8579307142857143,COL
male,0.479369,COL
female,1.6472976666666668,COL
female,1.052872625,COL
female,1.332654,COL
male,0,COL
female,1.8200723333333333,COL
female,0.808861125,COL
male,1.3002766666666667,COL
male,0,COL
female,1.6477985714285714,COL
male,0.8113929999999999,COL
male,0.1832072,COL
male,1.3268122222222225,COL
male,0.388002375,COL
male,0.890168,COL
female,1.143578,COL
female,0.8530620833333333,COL
female,0.47010825,COL
male,1.0124834285714286,COL
male,0.8880618333333333,COL
female,0.7864783750000001,COL
female,0.7429405,COL
male,0.55246425,COL
male,0.5358339999999999,COL
female,0.5670778888888889,COL
male,0.8026832,COL
male,0.280928875,COL
male,0.8880899,COL
male,0.7847040000000001,COL
male,0.4416218333333333,COL
male,0.82477986,COL
female,0.79874101,COL
male,1.3370378571428572,COL
female,0.7919437188888889,COL
male,2.1082,COL
male,1.18328225,COL
male,1.11407186,COL
female,0,COL
male,0.292186,COL
female,0.7579906666666667,COL
male,0.660115,COL
female,0.5738466666666667,COL
female,0.9091551428571428,COL
female,1.9313441111111112,COL
male,0.120792,COL
female,0.4633234285714286,COL
male,0.06407371428571428,COL
female,0.658258,COL
male,0.30866718000000004,COL
female,0,COL
female,0.9323626666666668,COL
male,0.4890023125,COL
male,0.33764659999999996,COL
female,0.65963618,COL
male,0.29215175000000004,COL
male,0.1902075,COL
female,1.1386241428571429,COL
female,0.6337005181818182,COL
female,1.669135,COL
female,0.24758857777777776,TUR
female,0.06843683333333334,TUR
male,1.155313,TUR
female,0.7531257142857143,TUR
female,1.2934153333333334,TUR
female,0.094846,TUR
female,1.0307575,TUR
female,0.5942422,TUR
female,0.79821,TUR
male,0.5032041666666667,TUR
female,0.43137783333333335,TUR
female,0.2637251428571429,TUR
female,0.046867225,TUR
male,0.944215,TUR
female,0.6297762857142857,TUR
female,0.65208875,TUR
female,0.7854618,TUR
male,0.5755904285714286,TUR
male,1.1188795,TUR
female,0.220581,TUR
female,0.45808925,TUR
female,0.22139407142857143,TUR
male,0.6488925,TUR
female,2.15719,TUR
female,0.5552655,TUR
female,1.03399975,TUR
male,1.1280204285714286,TUR
female,1.6865536666666667,TUR
female,1.06567625,TUR
female,0.998717,TUR
male,2.16766,TUR
male,0.79868475,TUR
male,0.964047,TUR
female,0.02030716666666666,TUR
female,0.4598673333333333,TUR
female,0.9168046942857144,TUR
male,0.43131785714285714,TUR
female,1.88748,TUR
female,0.7895465,TUR
male,0.12937633333333334,TUR
male,0.8095866666666667,TUR
male,0.40139562,TUR
female,0.27849857,TUR
female,0.02925775,TUR
female,1.341644,TUR
female,0.4216038,TUR
female,0,TUR
female,0.4832334,TUR
female,0.8147665166666667,TUR
male,0.4596919625,TUR
male,0.1162595,TUR
female,0.2340485,TUR
male,0.8110808749999999,TUR
female,1.1328252333333333,TUR
male,0.037252,TUR
female,1.14558525,TUR
male,1.0631215,TUR
male,0.5379476,TUR
male,0.103109,TUR
female,1.263065,TUR
male,1.3926749857142855,TUR
male,1.16416125,TUR
female,1.164563,TUR
female,0.4356593111111111,TUR
male,0.4412466666666666,TUR
female,0.782125,TUR
female,1.10280488,TUR
male,0.40482166666666664,TUR
male,0.601708,TUR
male,0.893096,TUR
male,0.353850275,TUR
female,0.41025325,TUR
male,1.4516328571428572,TUR
male,0.7375228571428571,TUR
female,1.3518457142857143,TUR
female,0.9182684,TUR
female,0.7869616666666667,TUR
female,0.499754375,TUR
female,0.7491621111111111,TUR
male,0.08348433333333333,TUR
male,0.44828966666666664,TUR
male,0.226300625,TUR
female,1.374135,TUR
male,0.4359,TUR
female,0.9530657142857144,TUR
female,2.03858,TUR
female,0.98303875,TUR
female,0,TUR
female,1.5598566,TUR
female,1.221501333333333,TUR
male,0.4382718,TUR
male,0.445052388888889,TUR
female,0.31654092,TUR
female,0.3469496,TUR
male,0.9256226,TUR
male,0,TUR
male,0.6102961833333334,TUR
female,0.8594176,TUR
female,1.5422384,TUR
male,0.103109,TUR
female,1.103462,AUS
female,0.6928398,AUS
female,0.044149475,AUS
female,0.2812744,AUS
female,0.6724202222222222,AUS
female,0.7432566666666667,AUS
male,1.243691875,AUS
male,0.15918583333333333,AUS
female,0.4429138,AUS
female,1.83785125,AUS
female,2.2428966666666668,AUS
female,0.758760875,AUS
female,0.9547834,AUS
male,0.144728,AUS
female,1.442095,AUS
male,0.09450666666666668,AUS
female,0.855397,AUS
male,1.1398395714285714,AUS
female,1.4592525,AUS
female,0.46964145,AUS
female,0.3468960222222222,AUS
female,0.6613074545454546,AUS
female,0.5078671666666666,AUS
male,0.37128577142857144,AUS
male,0.36824,AUS
female,0.7048333333333333,AUS
female,1.3091922583333333,AUS
female,0.64600126,AUS
male,1.2361685555555555,AUS
male,1.220832,AUS
female,0.4617990571428572,AUS
female,1.070970175,AUS
female,0.08598399999999999,AUS
female,0.762788125,AUS
male,1.5065333333333333,AUS
female,1.1725935,AUS
female,1.3756578625,AUS
female,1.290755111111111,AUS
female,0.522226085,AUS
female,1.0457606,AUS
female,0.4922701666666667,AUS
female,1.4862376666666666,AUS
female,1.55478,AUS
male,0.475117375,AUS
male,0.705631625,AUS
female,1.2025965,AUS
female,2.128275,AUS
male,0.02907116,AUS
female,1.2471975,AUS
female,0.2226327,AUS
male,0.6832351166666667,AUS
male,0.19944627142857144,AUS
female,1.0072525,AUS
female,1.5125833333333334,AUS
female,0.8756174,AUS
female,0.3517902857142857,AUS
male,0.0299226,AUS
female,0.8351725545454545,AUS
male,2.103865,AUS
female,0.598978425,AUS
female,1.1986975,AUS
female,0.6477337777777777,AUS
female,1.0244357777777775,AUS
male,0.3360714166666667,AUS
female,0.71743575,AUS
male,1.7537,AUS
male,0.8100370333333333,AUS
female,0.8604144444444444,AUS
female,1.545768,AUS
female,1.49446,AUS
female,1.2682484444444444,AUS
female,0.7234738333333333,AUS
male,0.6870505,AUS
female,1.2563366,AUS
female,0.822171,AUS
female,1.3215485,AUS
female,0.6609358,AUS
male,0.8607951833333334,AUS
male,0.4436408333333334,AUS
female,1.355768,AUS
male,0.8542584285714285,AUS
female,0.6914159181818181,AUS
female,1.790826,AUS
male,0.3837142857142858,AUS
female,0.93042275,AUS
male,0.39493683333333335,AUS
male,0.5162228,AUS
female,0.6122565714285715,AUS
female,0.3892027777777778,AUS
male,0.7668056249999999,AUS
female,1.04005802,AUS
female,0.80061268,AUS
female,0.982085,AUS
female,0.9251652222222222,AUS
female,0.86729746,AUS
female,2.049412,AUS
female,0.581584,AUS
female,0.90100275,AUS
female,0.28105066666666667,AUS
male,0.7855666666666666,AUS
male,1.5702733333333334,USA
male,1.345794333333333,USA
female,0.8712229166666667,USA
female,0.839719,USA
female,0.930058,USA
female,0.9153106875,USA
female,1.1357965166666666,USA
female,1.033076,USA
female,0.8715438888888889,USA
female,0.821448090909091,USA
female,1.0018698,USA
female,0.6725945714285714,USA
female,0.9175803333333332,USA
female,0.0953826,USA
female,2.243988,USA
female,1.0382925,USA
female,1.6666658333333333,USA
female,0.6897934285714286,USA
male,0.4736725,USA
female,0.1986429,USA
female,0.07917475,USA
female,1.08881,USA
female,0.7952958125,USA
female,0.9783363571428572,USA
male,0.359721002,USA
male,1.1053345,USA
male,0.824053625,USA
female,0.6440192222222222,USA
female,1.8211625,USA
female,0.7039141111111111,USA
male,0.7225003333333333,USA
female,0.00982521999999999,USA
male,0.44653,USA
female,1.642318333333333,USA
male,0.5944876,USA
female,0.0889272875,USA
female,1.8247153333333332,USA
female,0.37860883333333334,USA
female,0.16954714285714287,USA
male,1.1393853333333333,USA
female,1.2160473333333333,USA
female,0.3889048,USA
female,0.26468665,USA
female,0.9140711833333334,USA
male,0.34915949999999996,USA
female,1.1987105,USA
male,0.66613,USA
male,1.03907981875,USA
female,0.149961025,USA
female,0.6294188333333334,USA
female,0.2364297142857143,USA
male,1.24046538,USA
female,0.244401,USA
female,0.90871325,USA
male,0.252871,USA
female,0.8864107999999999,USA
female,2.0906290000000003,USA
female,0.984884,USA
female,1.112945625,USA
female,0.9048932857142856,USA
female,0.27516033333333334,USA
female,0.24468233333333336,USA
female,1.466282625,USA
female,0.97481375,USA
female,0.68197734,USA
female,0.9725855,USA
female,0.6209834,USA
female,0.8352339666666667,USA
female,1.4338562,USA
female,1.0058716666666667,USA
female,0.65290375,USA
male,0,USA
male,1.1494376,USA
female,1.0165625,USA
female,0.7151639999999999,USA
female,1.0926803333333333,USA
female,0.2893738833333333,USA
female,0.82929775,USA
female,0.5086965720000001,USA
female,0.9764827,USA
female,0.2796145,USA
female,0.484821095,USA
male,0.6459487333333334,USA
female,1.20373375,USA
female,0.7512654285714285,USA
female,1.023962,USA
female,0.9474246666666668,USA
male,0.07174068333333333,USA
male,0.3826188571428571,USA
male,0.597608,USA
male,1.2453672857142857,USA
male,1.4762384,USA
female,0.96228875,USA
male,0.6635646666666667,USA
female,1.2819899,USA
female,1.7378375,USA
male,0.489231,USA
female,1.352805,USA
female,0.201745575,USA
female,0.385555125,USA
male,0.9790078888888888,KOR
female,0.79014975,KOR
male,1.0307319,KOR
female,0.4579425555555555,KOR
male,0.2898452,KOR
male,0.6883314285714286,KOR
female,0.6604226666666666,KOR
male,0.30031131666666666,KOR
male,0,KOR
male,0.87303725,KOR
female,1.23564025,KOR
male,0.7445301111111111,KOR
male,0.2097879375,KOR
female,1.31846855,KOR
male,0.398983,KOR
male,0.6566787625,KOR
female,0.18008950714285715,KOR
male,0.2533043,KOR
male,0.942075125,KOR
female,0.17776125,KOR
female,1.389426,KOR
female,1.19872475,KOR
female,1.03654875,KOR
male,0.5701384222222222,KOR
female,0.9069255,KOR
male,0.41345375,KOR
female,0.342020125,KOR
male,0.8013705714285715,KOR
female,0.476159,KOR
male,0.2314188142857143,KOR
female,0.355056125,KOR
female,0.629801,KOR
male,0.3319595,KOR
female,0.98458725,KOR
male,0.04929635555555556,KOR
male,0.218468,KOR
female,0.27878752,KOR
male,0.109935875,KOR
female,0.6715925833333334,KOR
female,0.0302186,KOR
male,0.77945425,KOR
female,0.9586353636363636,KOR
female,1.4519920000000002,KOR
male,0.3085403333333333,KOR
female,0.94142925,KOR
male,0,KOR
female,0.8389534,KOR
male,0.418731,KOR
female,0.8920196,KOR
male,0.2245146,KOR
female,0.907337,KOR
female,0.28764538,KOR
female,0.407434875,KOR
male,1.130043,KOR
male,0.23879957142857144,KOR
male,0.366654,KOR
female,1.3877843333333333,KOR
male,0.41905291666666666,KOR
female,0.900345875,KOR
female,0.6828165454545455,KOR
female,0,KOR
female,0,KOR
male,0.835713,KOR
female,0.8707291555555555,KOR
male,0.9056276666666668,KOR
male,1.21921875,KOR
male,0.7895931111111111,KOR
male,0.2194105,KOR
female,0.6260118,KOR
female,0.035845,KOR
male,0.897605,KOR
male,0.2418131666666667,KOR
male,1.0797976666666669,KOR
male,0.05579288888888889,KOR
male,0.22299225,KOR
female,0.6806608571428572,KOR
female,0.10942877777777778,KOR
male,1.773278,KOR
female,0.58240925,KOR
male,0.30445884,KOR
female,0.7182536666666667,KOR
male,1.1400546666666669,KOR
male,0.4656002375,KOR
female,0.9316094285714286,KOR
female,0.04080533333333333,KOR
female,0.5076311555555556,KOR
male,0.2505765,KOR
female,0.432716625,KOR
male,0.080553,KOR
female,0.9754815,KOR
female,0.8293699,KOR
female,1.3157105,KOR
female,1.2533242222222225,KOR
male,0.48927828571428567,KOR
female,1.191708,KOR
female,0.6723175,KOR
female,0.0429384,KOR
female,0.9564472727272728,KOR
male,0.8105014285714286,KOR
female,0.36061666666666664,KOR
male,0.68252145,TWN
female,1.570855,TWN
male,0.25847714285714285,TWN
male,1.2456846666666668,TWN
male,0.7905985714285714,TWN
male,0.787325,TWN
female,0.49881488888888886,TWN
male,0.6575923333333333,TWN
male,0.09524366666666668,TWN
male,1.06402025,TWN
male,0.3430372,TWN
male,1.9024733333333332,TWN
male,1.2722135,TWN
female,1.321539,TWN
female,0.7350648,TWN
male,0.3247692833333333,TWN
female,1.903,TWN
male,1.4602016666666666,TWN
female,1.4511333333333334,TWN
female,0.9469762857142856,TWN
female,0.9055938888888888,TWN
male,0.6886391428571429,TWN
male,0.5604147666666667,TWN
female,0.9376887777777776,TWN
female,1.61079775,TWN
male,0.188104,TWN
male,0.6691688888888889,TWN
male,0.16543254444444444,TWN
male,1.5834025,TWN
female,1.4982626000000001,TWN
male,0.849269625,TWN
male,0.07503925,TWN
male,0.6561673333333333,TWN
male,0.16538533333333333,TWN
male,1.476215125,TWN
female,1.5420866666666668,TWN
male,0.3436100125,TWN
female,0.266142,TWN
male,1.3793028333333333,TWN
male,0,TWN
male,1.04746185,TWN
male,0.7100767142857143,TWN
male,0.2159175,TWN
male,0.4260733333333333,TWN
male,1.461903,TWN
female,1.00642,TWN
male,1.4735404285714286,TWN
male,1.437264375,TWN
male,0.8329433333333334,TWN
male,0.2788151833333333,TWN
female,0.224448825,TWN
male,0.47518075,TWN
male,0.7669235783333334,TWN
male,0.8412882833333333,TWN
male,0.28751916,TWN
male,0.48832013,TWN
male,1.644183333333333,TWN
male,1.3037143333333332,TWN
female,0.5588166666666666,TWN
male,0.85464715,TWN
female,0.5198205454545455,TWN
female,0.4702593333333333,TWN
male,1.2467825714285714,TWN
male,0.25753386666666667,TWN
female,0.99825525,TWN
male,0.773077,TWN
male,0.846533,TWN
female,1.190688,TWN
female,0.5467978,TWN
female,0.0979972,TWN
male,1.5918696,TWN
male,0.5459286666666667,TWN
male,0.547776375,TWN
female,0.3479951,TWN
male,0.8599625555555556,TWN
female,0.2281318181818182,TWN
male,1.1342673,TWN
male,0.47617088888888887,TWN
female,0.39187225,TWN
female,0.26434785714285713,TWN
female,0.72182875,TWN
female,0.927533875,TWN
male,0.7888112222222222,TWN
male,1.5196608,TWN
male,0.9259263333333334,TWN
male,0.662694,TWN
male,1.1331124545454545,TWN
male,0.9983363333333332,TWN
male,0.48971688571428573,TWN
male,0.3400236,TWN
male,0.2898044,TWN
male,0.6999593,TWN
female,1.3314104545454546,TWN
male,1.206942,TWN
female,0.84453775,TWN
male,0.4268868571428571,TWN
male,0.19135375,TWN
female,0.8910225,TWN
male,0.9597554,TWN
male,1.4376913333333334,TWN
female,0.06887945714285713,PAK
male,0.471396,PAK
male,0.690234,PAK
male,0.78240175,PAK
male,0.4726666666666666,PAK
male,1.4510353333333337,PAK
male,0.15827966666666668,PAK
male,0.421831,PAK
female,0,PAK
male,0.3282409090909091,PAK
female,0.385655375,PAK
male,0.5663395,PAK
male,0,PAK
male,0.08756133333333332,PAK
female,1.2070988,PAK
male,0.28241535,PAK
female,0.32924733333333334,PAK
male,0.27660425,PAK
female,0.9521186666666668,PAK
male,0.222355925,PAK
male,0.7426115714285714,PAK
male,0.6017,PAK
male,0.6492105454545455,PAK
male,1.3344336666666667,PAK
female,0.3970489,PAK
male,0.1004365,PAK
male,0.210314,PAK
male,1.3287723333333332,PAK
male,1.01092,PAK
male,0.9498916666666668,PAK
male,0.45958666666666664,PAK
male,0.30144766666666667,PAK
female,0.1715316,PAK
female,0.9297046857142858,PAK
male,0.10912942857142856,PAK
male,0.139748,PAK
male,0.9337125,PAK
male,0.8276205,PAK
female,1.0960856,PAK
male,0.241361425,PAK
male,0.4028316333333334,PAK
male,0.444133,PAK
male,0.357099,PAK
male,0.6744936,PAK
male,0.5951392249999999,PAK
male,1.454172,PAK
male,0.0313414,PAK
female,1.3291495555555557,PAK
female,0.47823795,PAK
female,0.224468,PAK
male,0.4465834444444444,PAK
female,0.491604,PAK
male,0.04701125,PAK
male,0.3702311111111111,PAK
male,0.40625542857142855,PAK
male,0.573893,PAK
male,0.79461815,PAK
male,0.24826,PAK
female,1.4499733333333331,PAK
female,0.3298294,PAK
male,1.0792868,PAK
female,0.18961598,PAK
male,0.223857,PAK
male,0.841698,PAK
male,1.18424,PAK
male,0.17087950000000002,PAK
male,0.23936575,PAK
male,0,PAK
male,0.597119,PAK
male,1.2095527499999998,PAK
male,0.8224946666666666,PAK
male,1.1827866666666669,PAK
male,0.895276,PAK
female,0.13832616666666667,PAK
female,1.1722351666666666,PAK
male,0.877106,PAK
male,0.09992866666666668,PAK
male,0.191204625,PAK
male,0.4859577,PAK
male,0.313909,PAK
male,1.260265,PAK
male,0.4050946,PAK
male,0.29042833333333334,PAK
male,0.22228067142857144,PAK
male,0.6040355,PAK
male,1.114368,PAK
female,1.256643375,PAK
female,0.59314175,PAK
male,1.10871325,PAK
male,0.62903093,PAK
female,0.6091958888888889,PAK
female,0.5024098,PAK
female,0.448744075,PAK
male,0.0512944625,PAK
male,0.4263796,PAK
male,0.3106367272727273,PAK
male,0.3950778,PAK
female,0.20090737142857143,PAK
male,1.0847521666666666,PAK
female,0.8817865,PAK
male,0.24118115,IDN
male,0.3971,IDN
male,0.32963017777777776,IDN
female,0.33569366666666667,IDN
male,0.2814973333333334,IDN
male,0.454056,IDN
male,1.1171098,IDN
female,0.9508071111111112,IDN
male,0.3087304666666667,IDN
female,0.28020016666666664,IDN
male,0.5448333333333334,IDN
male,0.309047,IDN
male,0.2575675,IDN
female,1.3965255714285714,IDN
male,0.02883114285714285,IDN
male,0.8087068111111111,IDN
male,0.06934914285714286,IDN
female,0.5911878571428572,IDN
male,1.0212335714285714,IDN
male,0.7930699,IDN
male,0.6223672,IDN
female,0.94186425,IDN
male,0.16997365,IDN
male,0.38214933333333334,IDN
male,0.96480875,IDN
male,0.22978698333333333,IDN
male,0.174587,IDN
female,1.1270460833333331,IDN
male,0.736349775,IDN
male,0.12720675,IDN
male,1.06679225,IDN
female,0.61276682,IDN
male,0.5910962857142857,IDN
female,0.352235,IDN
female,0.7212217599999999,IDN
male,1.119887,IDN
male,0.32315414285714283,IDN
male,0.15802616666666666,IDN
female,1.2173643749999998,IDN
female,1.09542,IDN
female,0.49916583333333336,IDN
male,0.513982375,IDN
male,1.2472712,IDN
female,0.9893302,IDN
male,0.5765336666666667,IDN
male,0.8178693333333333,IDN
female,1.488075,IDN
male,0.10141233333333333,IDN
male,2.009343625,IDN
female,1.2190496,IDN
male,0.088461,IDN
male,0.33356763636363634,IDN
female,1.13472978,IDN
male,0.2440978888888889,IDN
male,1.495445,IDN
female,0.924532,IDN
female,0.53511726,IDN
female,1.084246,IDN
male,0.22917141,IDN
female,0.44293101,IDN
male,0.2780744625,IDN
male,0,IDN
male,1.4001856666666668,IDN
female,1.22473,IDN
male,1.8548073333333333,IDN
female,0.4391003333333333,IDN
female,1.478673,IDN
male,0.7913093333333333,IDN
female,0.48729933333333336,IDN
male,0.03671012222222222,IDN
male,0.8613338,IDN
female,0.1465415,IDN
male,0.458171,IDN
male,1.22944995,IDN
male,1.3848216666666666,IDN
male,0.34469382000000004,IDN
male,2.018224,IDN
male,0.41906442857142856,IDN
male,0.09727433333333334,IDN
female,0.8494953333333334,IDN
male,0.3889398333333333,IDN
female,1.4603747,IDN
female,1.218274,IDN
male,0.291646375,IDN
male,0.19882866666666668,IDN
male,0.16047542857142855,IDN
male,0.7415918,IDN
male,0.1619745,IDN
male,0.618260375,IDN
female,0.7746250428571428,IDN
male,0.14259975,IDN
male,0.59564475,IDN
male,0.5935725625,IDN
female,1.2742531428571429,IDN
male,0.955260275,IDN
