gender,smile,nation,population,net_migration_rate,urbanization_pct,gdp_percap_ppp,internet_pct,individualism,masculinity
female,1.519942857142857,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.7204744444444444,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.0669441875,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.19121275,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.02937391428571428,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.41810265,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.5917266666666667,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.219307,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.2584107,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.926162,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.5999528888888889,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.582336,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.71504,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.3460688888888888,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.52109744,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.148618142857143,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.985695,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.015442857142857,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.3012155,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.6308733333333333,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.435167,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.0027228,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.07984548,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.99528625,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.9864364285714284,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.16618775,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.95245685,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.3135426,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.108232,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.0150844,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.4316374444444444,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.10077133333333334,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.0860549,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.7079683333333333,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.030566,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.451325,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.36155825,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.6502204285714286,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.6655294444444444,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.5508617999999998,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.34227842000000003,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.29166,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.77589334,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.2325125111111111,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.8329425,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.31427896666666666,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.53732,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.4902566666666666,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.5904434571428572,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.952444,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.5184255555555556,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.205842,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.6292270249999999,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.7311425,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.6049266666666666,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.7115222833333333,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,1.155361625,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.1330477,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.398463,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.5056163333333333,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.508205,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.34529190000000004,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.6482365,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.69436,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.7894244285714286,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.257872125,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,1.3051372857142858,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.7359853333333334,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.48175066666666666,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.44218083333333336,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
male,0.5860693333333333,IRL,5068050,4,63.4,73200,0.8220000000000001,70,68
female,0.225484375,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,2.102282818181818,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.403796,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.5144533800000001,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.2804508,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.687975,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.4354111666666667,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.32943700000000004,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.152326,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.3993548571428571,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.9501715714285714,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.5358362999999999,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.2906742,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.2067137,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.14511428571428572,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.3078117,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.6828955,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.960881,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.6296723333333334,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.454917,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.5778678,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.2995752,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.04488028333333333,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.0417272,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.31827300000000003,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.8780951555555555,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,1.300182,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.092625375,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.46914325,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.294707,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.4934868333333333,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.223448175,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,2.16415,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.06069225,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.140778375,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.09946857142857143,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.278448333,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.573196,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.331581,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.8046909999999999,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.5569990909090909,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.11713904,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.4761467499999998,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.33221979999999995,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.7874282,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,1.5705945,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.2848054,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.9431558,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.9715358333333333,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.498102,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.327044,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.265638625,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.6361249666666667,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,2.0586366666666667,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.69731,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.182564,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.846656625,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.8883347500000001,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.2609593333333333,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.7675586,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.735423333333333,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.21251820571428573,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.1534945,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.803137,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.6524338333333333,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.3529566666666666,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.6081037142857143,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.16027619999999998,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.04577874,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.71728,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.0652736,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.4352839999999999,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.504583625,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.26993533333333336,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.489380625,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.38872,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.13286214285714285,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.3844275,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.6731875555555555,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,1.419634,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.4342444285714286,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.3901638571428572,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.6014598,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.62763,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.6213294,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.833128,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.8081161,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.66437,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.9418968333333334,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.38709533333333335,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,1.269166,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.003892432,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,2.0429725000000003,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.760325,NLD,17151228,1.9,91.9,53900,0.904,80,14
male,0.6369736666666667,NLD,17151228,1.9,91.9,53900,0.904,80,14
female,0.85503125,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.95288125,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.55051625,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.81184425,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.13040616666666668,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.3104316666666669,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.306412,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.160048,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.8458996666666666,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.6111766666666666,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.232985,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.435124,JAM,2812090,-9.4,56,9200,0.45,39,68
male,2.1591814,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.02598228571428571,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.096558,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.64947772,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.483689475,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.028627875,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.48751125,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.9433022125,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.31466822222222224,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.1710897777777778,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.1702725,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.10606925,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.12887225,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.6034715714285714,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.727915,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.777200025,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.8526621249999999,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.762515,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.35131555555555555,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.5009138571428572,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.023275,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.4786058,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.352094,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.66758825,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.12219518,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.03229795,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.112815,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.5106818,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.3313529666666666,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.028766,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.4092533333333333,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.6352475,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.5319453333333333,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.5085903333333334,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.4778464999999999,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.97650525,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.254645,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.5560186666666667,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.136972,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.6752904,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.9615649,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.347839,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.683522875,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.0407895,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.4037331,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.849665625,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.824745,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.95182625,JAM,2812090,-9.4,56,9200,0.45,39,68
female,2.5906866666666666,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.23195285,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.8049647999999999,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.2006558571428572,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.5534333333333333,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.0321511428571428,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.1529902875,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.0835,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.6517477500000001,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.8444333333333334,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.20210198666666668,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.6542285555555556,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.6825616666666666,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.6908734000000001,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.7719121250000001,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.067627,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.8944476666666666,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.79046,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.4571326,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.7866657142857143,JAM,2812090,-9.4,56,9200,0.45,39,68
male,2.079837142857143,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.3139875,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.0480976475,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.963924625,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.27751,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.01489683333333333,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.4159597222222222,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.270897675,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.11890233333333332,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.28774483333333334,JAM,2812090,-9.4,56,9200,0.45,39,68
female,0.05272125,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.0538083333333332,JAM,2812090,-9.4,56,9200,0.45,39,68
male,1.2732893333333333,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.33958119999999997,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.6015652499999999,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0,JAM,2812090,-9.4,56,9200,0.45,39,68
female,1.986457142857143,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.642701,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0.998282,JAM,2812090,-9.4,56,9200,0.45,39,68
male,0,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.6715693333333334,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.7658604999999999,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.026417125,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.179905,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.67816,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.96756505,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.33946975,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.8836354444444444,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.83382925,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.58808035,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.3403488571428572,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.17461675,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.62636145,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.6460433333333333,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.238033,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.1770115,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.273208862,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.4033884,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.9933333333333332,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.342686111111111,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.31518332,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.8842224,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.506422,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.924431,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.04468375,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.35956231666666666,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.8827686,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.3009525,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.23030172857142855,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.2148868,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.3774765,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.37012304285714287,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.8429799666666664,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.50867525,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.7155833333333332,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.0187781,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.26262,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.8579307142857143,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.479369,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.6472976666666668,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.052872625,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.332654,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.8200723333333333,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.808861125,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.3002766666666667,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.6477985714285714,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.8113929999999999,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.1832072,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.3268122222222225,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.388002375,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.890168,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,1.143578,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.8530620833333333,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.47010825,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.0124834285714286,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.8880618333333333,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.7864783750000001,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.7429405,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.55246425,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.5358339999999999,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.5670778888888889,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.8026832,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.280928875,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.8880899,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.7847040000000001,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.4416218333333333,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.82477986,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.79874101,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.3370378571428572,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.7919437188888889,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,2.1082,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.18328225,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,1.11407186,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.292186,COL,48168996,-0.6,80.8,14400,0.581,13,64
female,0.7579906666666667,COL,48168996,-0.6,80.8,14400,0.581,13,64
male,0.660115,COL,48168996,-0.6,80.8,14400,0.581,13,64
