subject,studyday,time_ping,workout,sleep,mood
20,6,6.5,0,2.985740466643647,50.93400126892181
20,7,7.5,1,4.821590738392306,55.59551733804664
20,8,8.33,0,6.198864497932847,54.15811708636368
20,10,10.5,1,6.397681755526553,55.37308840326413
20,11,11.5,1,7.010157502382598,57.20007419810221
20,12,12.5,0,5.64099960905376,54.37278204738294
20,14,14.67,1,7.0787526369136415,58.118386310075486
21,1,1.33,1,6.469108474047261,56.52465042779373
21,3,3.33,0,7.32396398791211,55.81805201984814
21,4,4.33,0,7.006846081970289,54.04508451972076
21,5,5.33,0,8.228023637567103,56.83024742449445
21,7,7.33,1,6.785289864092758,55.88253216470755
21,9,9.5,0,5.850728962138002,58.43525914595066
21,10,10.83,0,10.32743824406607,60.452912594854325
21,13,13.67,1,5.327468300522763,58.08938283561937
21,14,14.33,0,7.09074676249764,59.24063663010439
22,2,2.67,0,5.21285456940273,53.6397386984809
22,3,3.33,1,6.846083539634904,55.46215344373077
22,4,4.83,1,7.18470372704262,53.310971721256884
22,6,6.33,1,7.487949118805178,55.56654429672437
22,7,7.5,1,3.8994277659866508,46.977547884867576
22,8,8.33,0,7.4882732509536485,56.15466565404071
22,10,10.67,0,8.888495673273372,56.4818838292918
22,12,12.33,1,5.880500422981627,47.34495981328184
22,13,13.5,1,4.862490472874714,44.40778676039414
23,2,2.33,1,5.249475596928469,45.255400477154275
23,3,3.33,0,5.274200645048046,41.239918303678095
23,4,4.83,1,7.565678996043801,42.73515488944545
23,5,5.33,0,7.143597059206623,42.2428925578289
23,6,6.5,0,3.6655085219065446,44.385680309773804
23,7,7.67,0,8.442708553518933,40.818022073953586
23,8,8.33,0,7.5625725193438535,39.23071454766353
23,9,9.67,1,5.715903915974436,40.62590048835302
23,10,10.33,1,8.471457850648186,43.097167199314875
23,11,11.67,1,7.028491090670604,44.53653080353212
23,12,12.67,0,4.838175951677361,39.67803667538454
23,13,13.67,1,6.10826816266855,45.568705154374285
23,14,14.67,1,6.626263014047327,42.93152400337372
24,2,2.33,0,6.060172157138364,54.4889694925274
24,3,3.67,1,4.507402798458488,54.70027185470962
24,4,4.67,1,5.932875171697194,56.17710445213473
24,6,6.5,0,5.465579619358407,52.97993295239608
24,7,7.5,0,7.109937221795652,58.38165174501791
24,8,8.33,1,7.184095725594662,59.871723286691086
24,9,9.67,1,6.4829336414497565,56.54714448464632
24,10,10.67,1,8.543388221725246,60.807947312049244
24,11,11.67,0,6.665319421567021,54.544403035208454
24,12,12.67,1,7.920174988820469,60.14536601988209
24,13,13.5,0,7.514461014977674,56.70703388836942
24,14,14.5,1,8.072987808058052,60.512810545215494
25,1,1.67,0,7.108182888518292,52.936060182620714
25,2,2.33,0,6.149108403181953,46.69109124822759
25,3,3.33,0,5.312600977667682,48.82481773063517
25,4,4.67,0,6.380276416552727,49.42468257899844
25,6,6.5,1,5.360412936732237,53.201035479188114
25,7,7.67,0,7.67727239064655,47.59293596069585
25,9,9.33,1,7.012805831151634,46.139230104731844
25,10,10.5,1,8.793861298307036,45.92879152212111
25,11,11.33,1,6.1627318105189834,54.69551777498783
25,12,12.67,0,6.066724105648672,43.78931508180414
25,14,14.5,1,6.661839863296732,46.87713438578178
26,1,1.67,1,7.041478915398794,54.059618848038106
26,2,2.67,1,6.064659161096413,55.60190292062078
26,4,4.33,0,5.687290923515582,49.47171585552192
26,5,5.83,1,6.292912219566514,55.533312162904885
26,7,7.67,0,5.818176915924353,52.40062050101033
26,8,8.5,0,7.936184221098319,49.93427480029664
26,9,9.83,1,7.169331203528408,53.31847122331932
26,11,11.5,0,6.946826975528143,53.65787792373552
26,12,12.33,0,7.424220450651527,55.01058643552266
26,14,14.83,1,7.807710769768802,59.71437164209449
27,1,1.83,0,6.064737125017352,48.00315468372632
27,3,3.33,1,9.172816868902032,53.518461291120836
27,4,4.83,0,7.461067262651229,49.38756730818421
27,5,5.67,0,8.650014889403753,48.81531130999369
27,6,6.83,0,8.840505988742873,46.88757932693883
27,7,7.67,0,7.875194557857186,49.32774109482615
27,8,8.83,0,7.901858882604408,51.91023007638946
27,9,9.67,0,7.543707639410074,47.443246763305794
27,11,11.67,0,7.634043058160383,50.95139903200581
27,13,13.83,0,9.799218112761611,48.671428716311745
27,14,14.33,1,5.706268973477165,51.79308588363442
28,2,2.83,0,9.139734520594457,60.672460754035896
28,3,3.67,1,6.458260091541675,50.197871472150354
28,4,4.67,0,6.8714391444651275,50.92707997418987
28,5,5.67,0,5.890267429636904,50.339106649050485
28,6,6.67,0,8.989107197184335,60.100671124214976
28,7,7.67,0,8.559911231057047,61.614497052618525
28,9,9.33,1,7.401968554011098,55.409490500521215
28,11,11.67,1,6.023460382533576,49.24518575865347
28,12,12.67,0,8.405799645850408,59.11489120904858
28,14,14.67,0,7.716672055895695,52.301826690135094
29,3,3.83,1,7.138060166615589,60.66862830761684
29,4,4.83,1,5.998789854155323,54.70882424275351
29,5,5.5,0,6.745623432009367,58.6126967665173
29,6,6.5,1,7.246826017802821,59.67498405466041
29,8,8.33,0,6.190171166339093,53.79091634296733
29,9,9.33,1,7.321954703174032,57.827962233557194
29,10,10.33,0,7.279959129155319,57.99049111060383
29,12,12.83,1,5.979640192946989,55.72377413952831
29,13,13.67,0,8.304707760222799,60.65821841014722
29,14,14.33,0,7.783110148416542,60.6784776166858
30,1,1.67,0,7.562713177881345,53.24109952604742
30,3,3.33,1,8.68363494754992,61.15188691106442
30,4,4.67,0,6.78109704274532,50.0074589128271
30,5,5.33,0,8.960034490327448,59.59340693990276
30,6,6.67,0,9.689901107654357,56.832739235001966
30,7,7.67,1,6.828382427622282,58.075901285225555
30,8,8.5,1,7.1675569405959365,56.93719151431368
30,9,9.83,1,9.092516532170828,60.468337658163406
30,10,10.67,0,7.973567113748634,51.35510007027784
30,11,11.67,0,7.572003297389074,52.39326730278945
30,12,12.83,0,8.654001058010046,54.812343456535956
31,1,1.5,0,6.049469680940518,47.88531811084348
31,3,3.33,0,4.623536756121659,39.416194655630164
31,4,4.83,1,3.2811640825916686,37.5215644987161
31,5,5.33,0,6.124817377561867,44.92684988105426
31,6,6.5,1,6.511825747563595,45.20119784600698
31,7,7.83,1,5.830765482002209,41.848099087604126
31,8,8.5,1,4.1887762074570745,39.625757810074425
31,10,10.83,0,6.02877514740526,44.63021387026329
31,11,11.67,0,5.882322690002998,44.28507286337834
31,12,12.33,0,5.406431595135654,41.56084695488984
31,13,13.33,0,6.4570176619813955,43.6418966790623
31,14,14.67,1,6.578722197337138,45.85855889932626
32,2,2.33,0,6.142334417861069,48.492127325740185
32,3,3.67,1,4.908616009408819,50.79263149652765
32,4,4.67,1,5.541176841156216,54.44486550676502
32,5,5.67,1,6.798089819715602,57.5014953483483
32,6,6.83,0,9.631245546818722,59.803307405770816
32,7,7.33,0,6.594738848689163,51.67402703594094
32,8,8.33,0,5.879248892051653,48.17251350122315
32,9,9.33,1,8.093653692015772,61.09235723557581
32,10,10.83,1,8.417659798102026,63.71549423829347
32,11,11.67,1,8.109091014810842,62.50377504183661
32,12,12.67,0,5.151086168057226,50.40424196720045
32,13,13.33,1,6.159245093793692,58.774287574632275
32,14,14.5,1,7.738199591664152,57.94303225060971
33,1,1.83,1,6.349952200470598,59.98285955082115
33,2,2.33,1,8.259091444258736,59.6470339331542
33,5,5.67,1,7.592032438736917,55.95386501057853
33,6,6.67,0,9.670436767505837,52.332512220865176
33,11,11.5,0,7.948036188861023,54.61310695004038
33,12,12.5,1,7.159946742656035,61.915080298950734
33,14,14.33,1,7.538842004352703,63.58086708287322
34,2,2.83,1,6.669917235894582,46.89896391961104
34,3,3.83,0,7.332878365834672,51.88692360830932
34,4,4.33,1,8.996802525354203,53.67441666865016
34,5,5.83,0,6.742769969369918,50.99407880177956
34,6,6.5,1,5.131327913623859,50.21499029326858
34,8,8.83,1,10.763462726649774,51.240927526874636
34,10,10.83,1,7.315052315881728,47.60353626741053
34,11,11.33,0,6.83843074467605,50.25535206803761
34,12,12.67,1,9.794900363669539,52.97608418844556
34,13,13.67,1,7.436536619431955,53.41335500209913
35,1,1.5,0,6.790849806151793,40.44947536353225
35,2,2.33,0,6.287756627215601,34.94427254516194
35,3,3.83,0,6.045457425761853,37.331616310007995
35,4,4.67,0,7.903921877613536,41.45746785670528
35,5,5.5,1,7.362902244659706,43.98025669929013
35,6,6.33,1,7.2546532554754775,42.51762729514912
35,7,7.67,0,6.088957763572534,35.005200173134824
35,8,8.5,0,5.224897946156253,36.164961288763244
35,9,9.83,1,5.063618302884229,43.95000936009876
35,11,11.33,1,7.316369938019776,46.31546440012228
35,12,12.33,0,6.522837374052807,44.21012424535746
35,13,13.67,0,4.169815241585953,37.7404191845323
36,1,1.33,1,8.642137236432356,57.13892316452857
36,3,3.5,0,7.601294618216412,55.389147842744315
36,4,4.83,0,6.280029126818471,54.4223728242555
36,5,5.33,1,8.880501144331824,57.43634093690775
36,6,6.83,0,7.057575687355958,53.52439168052558
36,7,7.83,1,4.953224834767568,50.3481866996134
36,10,10.33,1,7.296289849651791,55.814555743347384
36,12,12.67,1,6.147893119313822,50.34474922200274
36,13,13.67,1,7.9849298407838525,52.429911094419154
37,1,1.33,1,4.244149486824037,48.370140659268046
37,2,2.5,0,6.943342923074268,51.08174570289822
37,3,3.83,0,7.149154958614941,50.42665384124422
37,4,4.67,0,5.984318200900171,48.42355869607882
37,5,5.33,0,6.5781838368788925,47.30943704825351
37,6,6.5,0,4.992995140903734,43.95345489815852
37,8,8.33,1,5.726974748597126,47.99229743188902
37,9,9.5,0,5.884453283460208,46.945727646125015
37,10,10.67,0,7.286185752205558,54.25533936078253
37,11,11.83,1,6.336173042041798,54.64152419954881
37,13,13.67,0,6.722170219488396,49.88158206125226
37,14,14.33,1,5.16846490563413,46.03409223116598
38,1,1.33,1,4.713279812894617,42.645067477366545
38,3,3.83,0,4.4214085098049,47.58403742210899
38,4,4.5,1,6.533767695464573,48.78642750978248
38,5,5.33,0,5.568635189839982,47.63382609519115
38,6,6.33,0,5.726436445684631,49.17437321741829
38,7,7.5,1,5.27010225682317,46.492084137292785
38,9,9.67,1,4.408422544801125,45.16239360312573
38,10,10.33,1,6.0862349676999,50.5769899618572
38,11,11.83,0,6.149231940099283,48.73922516218594
38,12,12.5,0,6.053774358693331,49.533859915628675
38,14,14.67,1,5.762651332848363,47.61561175253773
39,1,1.67,0,6.621548244114517,51.971451079683995
39,2,2.83,0,6.2417665850658395,50.23078006805515
39,3,3.67,0,5.633253527145308,48.714112108077096
39,4,4.83,1,4.7721588950268075,49.25239712568099
39,5,5.67,0,4.0137418400000735,42.457465953818705
39,6,6.33,1,4.213469320041073,46.629388237502866
39,7,7.67,0,6.900316326992083,52.514046061255925
39,8,8.5,1,5.746525594063319,53.00144766297805
39,9,9.67,0,5.374795581872552,44.541176031539095
39,10,10.5,0,6.689342346647135,49.5300838436401
39,11,11.67,1,5.3322138999085835,53.33230342528659
39,12,12.33,0,7.575038276230095,57.103054373903674
39,13,13.33,0,6.895676569311249,59.50944623919623
39,14,14.67,0,4.5516895490993505,48.81992321557344
40,1,1.83,1,9.320611331375023,65.61206092217763
40,2,2.33,1,7.402915623304271,55.195565907341646
40,3,3.33,1,9.556396349904055,67.87368735089169
40,6,6.67,1,8.571853418678272,63.198519801430635
40,7,7.5,1,7.873865578791883,58.258286850486876
40,8,8.67,1,8.674644187835813,60.99564855439817
40,10,10.67,1,8.503185078704789,62.33798875339879
40,12,12.67,1,8.421504650927893,66.802160804685
40,13,13.67,1,10.848603609554019,72.37946315425486
40,14,14.33,1,7.075249851254668,57.44669740618156
41,1,1.67,0,9.241924072350937,59.03796986970365
41,2,2.33,1,8.294835553616904,55.77786183604615
41,3,3.67,0,8.13977526929647,51.75005002912177
41,4,4.33,1,9.052576739852231,56.933812471581994
41,5,5.5,0,7.51659047958824,51.58768080134486
41,6,6.5,1,10.027425329695049,56.50559593472641
41,7,7.5,1,8.76986309875879,57.39131986700456
41,10,10.33,1,7.9271921137108885,57.831099668774996
41,11,11.83,0,11.440986746163357,64.96694903817992
41,12,12.33,1,7.55709473050548,58.71092021652596
41,13,13.67,0,7.998865251602038,56.03183785481717
41,14,14.83,0,8.114839610270915,56.482244169407224
42,1,1.83,0,4.43581965991978,47.60494558109213
42,2,2.5,1,8.313679732604495,59.14837885474818
42,3,3.5,1,6.00838793186056,55.78966395637785
42,4,4.67,0,7.084746803827673,54.3802055687558
42,6,6.67,1,7.646460277041121,56.29041516379575
42,7,7.67,0,7.167068415752282,49.52840208345029
42,8,8.67,1,8.071413882880407,60.2759234870087
42,9,9.5,1,8.004636104231139,60.681625178451554
42,10,10.33,1,7.855025433050193,59.69223061144825
42,12,12.83,0,6.258883705503014,49.43302013252516
42,13,13.67,1,7.796961131574606,56.366104190108295
43,2,2.5,1,2.2949469519852386,41.48598781872779
43,3,3.5,1,3.3236752961391423,43.54292215261342
43,4,4.33,1,4.784304821436467,49.50155493548676
43,5,5.5,1,4.383514652667545,41.56728368102941
43,6,6.5,1,3.7404001412089767,40.63799512812422
43,7,7.5,1,6.055303597202138,50.59533159164177
43,8,8.33,0,3.6824806655060005,44.69739835358877
43,10,10.83,1,5.228364547387187,44.12628713458643
43,11,11.5,1,4.352046466032626,42.12652795473479
43,12,12.67,1,5.569530706621051,48.16447462260711
43,14,14.5,1,3.51610623977916,41.924652029167746
44,1,1.83,1,5.920159285322736,43.015130756286666
44,2,2.67,0,4.858611553270102,33.757198805853456
44,3,3.5,1,5.780479497404676,44.18900558761506
44,5,5.33,0,4.058215524094814,37.331326995979495
44,8,8.67,0,6.094857947391569,37.24053811856846
44,9,9.67,1,6.24552690037743,43.66618518650936
44,11,11.5,0,3.731823540855948,36.03737572058999
44,12,12.83,0,3.3918835595596226,31.056627464768194
44,13,13.67,1,5.621954034575373,41.21808684323545
44,14,14.67,0,5.678867653250988,41.06196000673087
45,1,1.67,0,3.7596307100398496,46.79929889084624
45,2,2.33,1,3.25445079044684,49.801838960589
45,3,3.67,1,6.118376757898785,47.988045774353736
45,4,4.5,0,4.538226419479969,47.76281958646233
45,5,5.83,0,4.384221562033477,51.86519721673529
45,6,6.83,1,6.259166354872436,52.708863272375915
45,7,7.67,1,6.862992346339954,51.860505648885756
45,8,8.83,0,4.6060850824890185,54.667797512360494
45,9,9.67,0,5.6513457961447005,47.56767192175796
45,10,10.33,0,5.0625550369454935,46.78706605907884
45,12,12.83,1,4.132144558412783,47.7005556232037
45,13,13.67,1,4.774488990364239,48.13034936761284
45,14,14.5,1,5.412301592569639,50.519890058072505
46,1,1.83,1,7.112900320727086,51.68159882906002
46,2,2.67,0,3.181673461356909,40.62433366784616
46,3,3.5,0,4.512830663603482,44.36762756829497
46,4,4.83,1,4.528780075463321,48.94549902198766
46,5,5.83,1,4.355865714357868,51.8901119546449
46,6,6.33,1,4.299576366008408,49.240715969220886
46,7,7.33,0,3.7330797143724004,40.46360629202176
46,9,9.83,1,1.261760279540027,35.86333869512385
46,11,11.5,0,4.370132009374296,39.63841413009609
46,12,12.5,1,5.017136190631293,42.21941808747604
46,13,13.5,1,4.149942543997338,41.27529707062341
47,1,1.33,1,6.95597765190825,55.465839210894444
47,2,2.83,1,6.6863980616524925,58.02232363328305
47,3,3.5,1,7.7310691092018695,57.43759775008276
47,4,4.5,1,8.214051558319605,60.5216805355171
47,6,6.33,0,6.648073604758801,56.36329715334917
47,7,7.33,1,7.290220357820413,57.03383179438778
47,8,8.33,1,6.185205608944603,58.96623518688059
47,9,9.83,1,5.885785522858095,58.69077522734944
47,10,10.67,1,8.189861159760618,58.63158773303659
47,11,11.83,0,7.310759682453968,54.72460617922452
47,12,12.67,1,5.509602599323012,59.598009928848484
47,13,13.67,1,5.051305021634115,53.7210641634182
48,2,2.5,1,7.728209666023612,34.782166759229725
48,4,4.33,0,6.656222799699669,36.712029128855086
48,6,6.83,1,4.102849288135943,31.996744312180947
48,7,7.33,0,6.44931138568915,38.12039120215308
48,8,8.83,1,7.326473840061086,38.356852176817796
48,10,10.83,0,7.1050469756453385,40.82173022338737
48,11,11.33,1,5.396133453542142,33.96549837826223
48,12,12.33,1,4.002150771313872,35.66261220948492
48,13,13.67,0,5.42593834101173,37.699863373898104
48,14,14.33,0,5.272170132600808,38.77322738187453
49,1,1.83,0,4.918501168181971,53.51835574196588
49,2,2.83,1,6.097738312366818,58.18585200834505
49,3,3.83,1,5.4411749549724915,53.99123882570386
49,4,4.67,0,4.124278820129298,53.799837701426824
49,5,5.33,1,4.641370591609153,58.24987231472037
49,7,7.5,0,5.924807701804026,55.69821728150017
49,8,8.67,1,5.559467243407358,57.3587088520215
49,9,9.5,0,5.542988650541233,56.50968122087034
49,10,10.5,0,2.9448390594791034,52.70578954164482
49,12,12.67,1,4.517160573531612,53.2129584739524
49,13,13.5,0,4.88199863991668,51.296436299559815
49,14,14.83,1,6.635104258767793,58.199449730009746
50,1,1.67,0,8.911464921592053,51.13561996062193
50,3,3.67,1,6.124329148771862,54.825966992561405
50,4,4.5,0,7.6728068030004755,49.505109877834045
