satisfaction,wait_time,visit_type,hospital,nurse_ratio,hospital_type
-1.899517046601298,-1.0383940338883546,Emergency,H02,-0.3105410647829779,Teaching
-1.7211545866402587,-0.14864379017374982,Routine,H02,-0.3105410647829779,Teaching
-1.7672360795327458,-0.30973611266361134,Emergency,H02,-0.3105410647829779,Teaching
-1.1206370479184051,0.5344326698263002,Emergency,H02,-0.3105410647829779,Teaching
-1.438461495600212,-0.401865086632482,Routine,H02,-0.3105410647829779,Teaching
-2.59853258666243,0.9488013153261684,Emergency,H02,-0.3105410647829779,Teaching
-1.854002931530181,-0.40400917934833874,Routine,H02,-0.3105410647829779,Teaching
-1.2504077885310225,1.0246097916743695,Routine,H03,1.7068938137174883,Non-Teaching
0.9274186633948287,-1.0792323556606132,Routine,H03,1.7068938137174883,Non-Teaching
1.6919059466154904,-1.2904066949890705,Routine,H03,1.7068938137174883,Non-Teaching
-2.7378834384749484,3.21497228086051,Routine,H03,1.7068938137174883,Non-Teaching
0.6522485206449974,-0.44632520535431147,Routine,H03,1.7068938137174883,Non-Teaching
1.804756151570152,0.269424635731567,Routine,H03,1.7068938137174883,Non-Teaching
1.3153076058385287,0.6080812023217651,Emergency,H03,1.7068938137174883,Non-Teaching
2.8874016663120154,-0.5133104469030276,Routine,H03,1.7068938137174883,Non-Teaching
0.8596764622307018,0.4882623060822474,Emergency,H03,1.7068938137174883,Non-Teaching
0.4798314522794148,0.3402273205399277,Routine,H03,1.7068938137174883,Non-Teaching
0.5218029907615327,-0.24466085478840865,Routine,H03,1.7068938137174883,Non-Teaching
0.19299540277621796,0.036273568396330357,Emergency,H03,1.7068938137174883,Non-Teaching
0.6682372663308386,-0.06317907282470424,Routine,H03,1.7068938137174883,Non-Teaching
-0.383699601270761,2.1013501103646073,Emergency,H03,1.7068938137174883,Non-Teaching
1.9961546942680404,-0.7711053115708776,Emergency,H03,1.7068938137174883,Non-Teaching
2.4923579104063482,-1.1260951338980498,Routine,H03,1.7068938137174883,Non-Teaching
0.7807743522403515,0.008743368880242764,Routine,H03,1.7068938137174883,Non-Teaching
-0.2784951913814445,0.28168918276794075,Routine,H03,1.7068938137174883,Non-Teaching
0.6731767747794539,0.40784906713831987,Emergency,H03,1.7068938137174883,Non-Teaching
1.2382242880152938,-0.4878715307562647,Routine,H03,1.7068938137174883,Non-Teaching
1.7633508580866706,-1.093394634375968,Routine,H03,1.7068938137174883,Non-Teaching
0.9704763637126169,1.235279134469811,Emergency,H03,1.7068938137174883,Non-Teaching
1.7684707452776944,-0.3790555370219279,Routine,H03,1.7068938137174883,Non-Teaching
1.6187360059078326,-0.895397498468918,Routine,H03,1.7068938137174883,Non-Teaching
0.01147809309913544,-0.26557934146456014,Emergency,H03,1.7068938137174883,Non-Teaching
0.9468314593797559,-0.2264393205691689,Routine,H03,1.7068938137174883,Non-Teaching
0.418733247465254,1.081871790587498,Emergency,H03,1.7068938137174883,Non-Teaching
1.0633707044055936,0.05573590022685166,Routine,H03,1.7068938137174883,Non-Teaching
0.3383821709700862,0.7256745132632013,Emergency,H03,1.7068938137174883,Non-Teaching
1.9865350246768925,-0.5288362559817072,Emergency,H03,1.7068938137174883,Non-Teaching
0.5954531624858199,0.18556447934696674,Emergency,H03,1.7068938137174883,Non-Teaching
1.033933922664012,-0.354067856437565,Routine,H03,1.7068938137174883,Non-Teaching
0.6874849132283078,0.06559128813788312,Routine,H03,1.7068938137174883,Non-Teaching
2.1829417464211587,-0.9252757393989522,Emergency,H03,1.7068938137174883,Non-Teaching
2.0197757025931837,-1.3411000585553752,Routine,H03,1.7068938137174883,Non-Teaching
-0.56262460175277,1.9699896117858517,Emergency,H03,1.7068938137174883,Non-Teaching
-0.3925020162915379,0.572187019815947,Emergency,H03,1.7068938137174883,Non-Teaching
1.3499353111458785,-1.2815145544143656,Emergency,H03,1.7068938137174883,Non-Teaching
1.556712150675014,-0.6408141406696377,Emergency,H03,1.7068938137174883,Non-Teaching
2.5022643165209977,-1.215662125341446,Routine,H03,1.7068938137174883,Non-Teaching
-1.4106293294766257,2.1717739573988664,Routine,H03,1.7068938137174883,Non-Teaching
-0.6639262365630971,1.284552691345882,Routine,H03,1.7068938137174883,Non-Teaching
-0.480908767360392,-0.29447165927532176,Routine,H03,1.7068938137174883,Non-Teaching
0.5993897372184916,0.514618796229687,Emergency,H03,1.7068938137174883,Non-Teaching
0.7937844124187313,-0.4438052250023627,Routine,H03,1.7068938137174883,Non-Teaching
1.588853927954849,-0.5057697133152188,Emergency,H03,1.7068938137174883,Non-Teaching
2.4860784761944403,-0.8184159869044377,Emergency,H03,1.7068938137174883,Non-Teaching
1.203778673802697,-0.6242501097174058,Routine,H03,1.7068938137174883,Non-Teaching
-0.2419756138910998,1.6233618080075507,Routine,H03,1.7068938137174883,Non-Teaching
0.8613081881206803,-0.0831584975143685,Emergency,H03,1.7068938137174883,Non-Teaching
-0.04177850738486484,0.09027591909484542,Routine,H04,0.02856061648946094,Teaching
-1.581955359694923,0.21483377949423088,Emergency,H04,0.02856061648946094,Teaching
-0.8523032614202031,1.2045412930154307,Emergency,H04,0.02856061648946094,Teaching
0.6280921673209643,-0.5456236589137883,Routine,H04,0.02856061648946094,Teaching
1.0073961676318268,-1.0225098255706353,Routine,H04,0.02856061648946094,Teaching
-1.2513829313566631,1.6481743145251189,Routine,H04,0.02856061648946094,Teaching
-0.4621808578570605,-0.4706534258313349,Emergency,H04,0.02856061648946094,Teaching
-0.3921057122763646,-0.7528182034183964,Routine,H04,0.02856061648946094,Teaching
0.3094351731818398,-1.266502371021905,Routine,H04,0.02856061648946094,Teaching
-0.09122331458026953,-1.3149900011592306,Routine,H04,0.02856061648946094,Teaching
-0.8936773122001818,-0.6035871334518417,Emergency,H04,0.02856061648946094,Teaching
-0.5794151802508071,0.5894800720269014,Emergency,H04,0.02856061648946094,Teaching
-0.011804221386012503,1.0817995727404603,Routine,H04,0.02856061648946094,Teaching
-0.8323256868323783,0.6791658929644487,Emergency,H04,0.02856061648946094,Teaching
0.10704587690502018,-0.3930754653841189,Routine,H04,0.02856061648946094,Teaching
-0.649428326348048,0.030725320027516018,Emergency,H04,0.02856061648946094,Teaching
0.06415149093924795,-0.7343315300182934,Routine,H04,0.02856061648946094,Teaching
-0.6677147711569439,-0.7469649595988046,Emergency,H04,0.02856061648946094,Teaching
-0.49424420838556765,0.8563926148218334,Emergency,H04,0.02856061648946094,Teaching
-0.24849978699129158,-1.0456167113554744,Emergency,H04,0.02856061648946094,Teaching
-0.14674539098221367,1.9280312290333554,Routine,H04,0.02856061648946094,Teaching
0.4303166314110411,-0.11948369879288366,Routine,H04,0.02856061648946094,Teaching
0.04554219989955905,0.18565808331733186,Routine,H04,0.02856061648946094,Teaching
-0.18154033673871095,-0.7682943096781041,Routine,H04,0.02856061648946094,Teaching
-1.3855939820430283,-0.6040027298492773,Emergency,H04,0.02856061648946094,Teaching
-0.26600941997805705,-1.3473204339129687,Routine,H04,0.02856061648946094,Teaching
-0.7077723203294186,-0.21217556895309878,Routine,H04,0.02856061648946094,Teaching
-1.11445432494317,0.3902916889767404,Emergency,H04,0.02856061648946094,Teaching
-0.6039488104243507,0.2955256263185581,Routine,H04,0.02856061648946094,Teaching
-0.823673072962499,-0.8113430680375643,Emergency,H04,0.02856061648946094,Teaching
-1.3059885504641748,-0.8184351376920483,Emergency,H04,0.02856061648946094,Teaching
-1.1263413052697069,-0.531745658889219,Emergency,H04,0.02856061648946094,Teaching
-0.9394653401564146,1.4683710826471297,Emergency,H04,0.02856061648946094,Teaching
-0.5152433887124787,-1.167440882079897,Emergency,H04,0.02856061648946094,Teaching
-1.0609833758245835,-0.20829817432479625,Emergency,H04,0.02856061648946094,Teaching
-0.6334353213095112,1.8750498855538171,Emergency,H04,0.02856061648946094,Teaching
-1.7993436507145109,-0.13014889409583677,Emergency,H04,0.02856061648946094,Teaching
0.30987062584360936,-1.3901848102521157,Routine,H04,0.02856061648946094,Teaching
0.1867348489344063,-0.6944674829624778,Emergency,H04,0.02856061648946094,Teaching
-0.5663183617870109,0.4568310529055827,Routine,H04,0.02856061648946094,Teaching
0.0646373084941194,-0.4050321431983146,Routine,H04,0.02856061648946094,Teaching
-1.0774164847992382,-0.5914787736086227,Emergency,H04,0.02856061648946094,Teaching
-0.18096314665008847,-0.3733170543128499,Routine,H04,0.02856061648946094,Teaching
0.22512370355133327,0.06150060840642008,Routine,H04,0.02856061648946094,Teaching
-1.0766750026415068,1.570914407982574,Routine,H04,0.02856061648946094,Teaching
-1.1665585933110043,-0.11772758620030417,Emergency,H04,0.02856061648946094,Teaching
-0.13132402203890564,1.0527239296667956,Routine,H04,0.02856061648946094,Teaching
-0.737635376508635,0.6022602384606495,Emergency,H04,0.02856061648946094,Teaching
-0.36554089430347736,-0.14282567621788425,Emergency,H04,0.02856061648946094,Teaching
0.7934263139060985,-1.5634069673085194,Routine,H04,0.02856061648946094,Teaching
2.2297720208430283,-0.5506818426646124,Routine,H05,0.0948496428478415,Non-Teaching
1.1374256020148577,-0.519405934739724,Routine,H05,0.0948496428478415,Non-Teaching
1.3315332686256698,0.018118108064139878,Emergency,H05,0.0948496428478415,Non-Teaching
0.5229008509784752,1.2723270395642476,Emergency,H05,0.0948496428478415,Non-Teaching
0.6861324064713139,2.26613020367664,Routine,H05,0.0948496428478415,Non-Teaching
1.5147155567035797,1.519939359244893,Routine,H05,0.0948496428478415,Non-Teaching
1.7908242093226743,-0.16235488029840206,Routine,H05,0.0948496428478415,Non-Teaching
2.031009040161505,-1.7872402165601593,Emergency,H05,0.0948496428478415,Non-Teaching
1.340241905054594,-0.4182213834251104,Emergency,H05,0.0948496428478415,Non-Teaching
1.7753639735965474,0.060209985839378484,Routine,H05,0.0948496428478415,Non-Teaching
0.5613094017879345,0.8167182774311993,Routine,H05,0.0948496428478415,Non-Teaching
0.6405640881642056,0.9343424703164646,Emergency,H05,0.0948496428478415,Non-Teaching
1.9400429094019107,0.6558653311200524,Emergency,H05,0.0948496428478415,Non-Teaching
2.1605912491734642,-1.4256513912942497,Emergency,H05,0.0948496428478415,Non-Teaching
0.686299292970435,0.8213526225541294,Routine,H05,0.0948496428478415,Non-Teaching
1.032401503938894,-0.47605243899820965,Routine,H05,0.0948496428478415,Non-Teaching
0.631241529970591,0.14588502269160686,Emergency,H05,0.0948496428478415,Non-Teaching
1.888123777876296,0.045540317356049735,Routine,H05,0.0948496428478415,Non-Teaching
1.665200256653615,0.3994845857532854,Routine,H05,0.0948496428478415,Non-Teaching
1.2357640619456318,-0.004382236196491715,Routine,H05,0.0948496428478415,Non-Teaching
2.0080978377439855,-1.6981051457586482,Routine,H05,0.0948496428478415,Non-Teaching
1.5465801592558568,0.7081003731107002,Emergency,H05,0.0948496428478415,Non-Teaching
1.2487018653293904,0.3573052204260779,Routine,H05,0.0948496428478415,Non-Teaching
1.646524804233403,-0.29497869870539867,Routine,H05,0.0948496428478415,Non-Teaching
1.7381444854818426,0.08917417060553945,Routine,H05,0.0948496428478415,Non-Teaching
1.1013525539766313,0.10508307829646371,Emergency,H05,0.0948496428478415,Non-Teaching
1.062388843259467,0.19214474891253933,Routine,H05,0.0948496428478415,Non-Teaching
0.3828511394667257,1.6132911548135114,Emergency,H05,0.0948496428478415,Non-Teaching
1.0305547044873637,-0.2483341371727488,Routine,H05,0.0948496428478415,Non-Teaching
1.7870894826275854,0.139141444176477,Routine,H05,0.0948496428478415,Non-Teaching
1.9040631431537036,1.1403897150024107,Routine,H05,0.0948496428478415,Non-Teaching
1.3122651423541234,1.026080715404783,Routine,H05,0.0948496428478415,Non-Teaching
1.6093727018631252,1.117247461897455,Routine,H05,0.0948496428478415,Non-Teaching
1.1028371121437288,-0.6070849033211041,Emergency,H05,0.0948496428478415,Non-Teaching
0.4021827562818508,1.9752638551115747,Emergency,H05,0.0948496428478415,Non-Teaching
1.4723549877509148,0.03768271436580765,Routine,H05,0.0948496428478415,Non-Teaching
-0.2997506749021728,1.839506902569132,Emergency,H05,0.0948496428478415,Non-Teaching
2.1530240264962166,-1.3812384847025119,Routine,H05,0.0948496428478415,Non-Teaching
1.5319677882541702,-0.008077063768297029,Emergency,H05,0.0948496428478415,Non-Teaching
1.1753232149159814,1.2219961945130362,Emergency,H05,0.0948496428478415,Non-Teaching
2.3062047737722384,-0.7449871486078649,Emergency,H05,0.0948496428478415,Non-Teaching
1.0082576504738225,-0.7824687358469006,Routine,H05,0.0948496428478415,Non-Teaching
2.3024658858423437,-0.9684912158907903,Routine,H05,0.0948496428478415,Non-Teaching
2.0868505162318183,-1.0825717293507255,Emergency,H05,0.0948496428478415,Non-Teaching
1.624306413535347,-0.4666460207400374,Routine,H05,0.0948496428478415,Non-Teaching
1.483863223512065,0.30240684517060124,Emergency,H05,0.0948496428478415,Non-Teaching
1.2129908175817508,-2.0451628316589274,Emergency,H05,0.0948496428478415,Non-Teaching
1.3031293993742339,0.18309731207068933,Emergency,H05,0.0948496428478415,Non-Teaching
-1.048751893902465,1.2087443640128308,Emergency,H05,0.0948496428478415,Non-Teaching
0.6530937215600803,2.010387759906378,Emergency,H05,0.0948496428478415,Non-Teaching
-0.9973455311638534,1.2733052624978103,Routine,H06,1.883226704514463,Non-Teaching
-0.5171115028759903,0.7283980209851069,Routine,H06,1.883226704514463,Non-Teaching
-0.624167453823019,-1.757415524237425,Routine,H06,1.883226704514463,Non-Teaching
0.3820841248577494,-0.631145953900529,Emergency,H06,1.883226704514463,Non-Teaching
-0.3712560698120861,-0.3814538327623022,Emergency,H06,1.883226704514463,Non-Teaching
-1.1800895527025481,0.6750976640369634,Emergency,H06,1.883226704514463,Non-Teaching
-1.8985442003684205,-0.13484970805226612,Routine,H06,1.883226704514463,Non-Teaching
0.7132430162540762,-1.2888986779125888,Routine,H06,1.883226704514463,Non-Teaching
-2.4015062968124856,1.6569212127823008,Emergency,H06,1.883226704514463,Non-Teaching
-1.1435177216254153,0.8831582628230116,Emergency,H06,1.883226704514463,Non-Teaching
-0.8362937088993884,0.2085708064486708,Emergency,H06,1.883226704514463,Non-Teaching
-2.4547873439626993,1.1901606706868895,Routine,H06,1.883226704514463,Non-Teaching
0.758737717302732,-1.3690988127346149,Routine,H06,1.883226704514463,Non-Teaching
-0.9799993685144356,0.6323543666835408,Routine,H06,1.883226704514463,Non-Teaching
-0.17622782744652596,-0.5524785699068022,Routine,H06,1.883226704514463,Non-Teaching
-0.8151644488071565,0.6553008994103324,Emergency,H06,1.883226704514463,Non-Teaching
-0.7136157130003349,-0.08995864185583126,Emergency,H06,1.883226704514463,Non-Teaching
-0.5503478664287885,0.6044688868420471,Routine,H06,1.883226704514463,Non-Teaching
-1.972719002620579,1.3076788054008994,Emergency,H06,1.883226704514463,Non-Teaching
-0.8456744810265002,-0.021783287713158277,Emergency,H06,1.883226704514463,Non-Teaching
-0.8535520478507908,0.9894242889987566,Emergency,H06,1.883226704514463,Non-Teaching
1.2764350433753455,-1.2186188215466451,Emergency,H06,1.883226704514463,Non-Teaching
0.3779838052396777,-0.751355315443895,Routine,H06,1.883226704514463,Non-Teaching
-1.8082789878208765,1.4915496483258495,Emergency,H06,1.883226704514463,Non-Teaching
-0.12723548203175872,0.3486585956502821,Routine,H06,1.883226704514463,Non-Teaching
0.64799077883553,-2.0832104860787304,Routine,H06,1.883226704514463,Non-Teaching
1.455959699909353,-1.3943854593302163,Emergency,H06,1.883226704514463,Non-Teaching
0.6925370564030308,-0.2300477927180547,Emergency,H06,1.883226704514463,Non-Teaching
-1.287049528571878,0.837503979768479,Emergency,H06,1.883226704514463,Non-Teaching
-0.060977712784357575,-0.13105810879945393,Emergency,H06,1.883226704514463,Non-Teaching
-0.7339063827314045,0.595687491229973,Emergency,H06,1.883226704514463,Non-Teaching
-0.7092840240960774,0.9308166054226553,Emergency,H06,1.883226704514463,Non-Teaching
-2.785900340858167,1.6435278962164255,Routine,H06,1.883226704514463,Non-Teaching
-0.2319970413340801,0.02698864595837672,Routine,H06,1.883226704514463,Non-Teaching
-1.652783938223075,-0.08111037667879949,Routine,H06,1.883226704514463,Non-Teaching
2.373310261412769,-1.7839471221032857,Emergency,H06,1.883226704514463,Non-Teaching
-0.9278928300703412,0.07033976359314119,Emergency,H06,1.883226704514463,Non-Teaching
-0.1436901197147045,-0.6014617383597798,Emergency,H06,1.883226704514463,Non-Teaching
0.5730538200130392,-1.003995064759789,Emergency,H06,1.883226704514463,Non-Teaching
-1.0607059252115099,-0.20915360536462252,Emergency,H06,1.883226704514463,Non-Teaching
-1.8167021521906894,0.9868063937539756,Routine,H06,1.883226704514463,Non-Teaching
1.218604982814881,-2.023680873798039,Routine,H06,1.883226704514463,Non-Teaching
-0.2943738032684289,-0.45675659121860646,Emergency,H06,1.883226704514463,Non-Teaching
0.37171457105849104,0.08766554219532582,Routine,H06,1.883226704514463,Non-Teaching
-0.9023817859918413,-0.9231179477025105,Routine,H06,1.883226704514463,Non-Teaching
-0.8773829170796025,0.3051331464154381,Emergency,H06,1.883226704514463,Non-Teaching
-0.4027052036798765,0.3827321847425196,Routine,H06,1.883226704514463,Non-Teaching
-1.1603844496181117,-0.062147019974766175,Routine,H06,1.883226704514463,Non-Teaching
1.751940824999667,-2.497270364711905,Emergency,H06,1.883226704514463,Non-Teaching
-1.7964993204871045,2.5447681251468217,Emergency,H06,1.883226704514463,Non-Teaching
-0.16963778184512113,-0.23457023423794382,Emergency,H07,0.4688471570514805,Teaching
0.08116431275684677,0.6227184023083799,Emergency,H07,0.4688471570514805,Teaching
0.013881609135531995,0.24494079898646684,Emergency,H07,0.4688471570514805,Teaching
0.7572667776489385,0.9965454997813549,Emergency,H07,0.4688471570514805,Teaching
0.3080340784153848,0.7893392949995824,Routine,H07,0.4688471570514805,Teaching
1.1976958214172535,-0.23906832502642747,Emergency,H07,0.4688471570514805,Teaching
0.29174876291458945,0.34943911964698093,Emergency,H07,0.4688471570514805,Teaching
1.4893530715165288,-0.9753677290924578,Routine,H07,0.4688471570514805,Teaching
0.9625153270508078,0.8286393544430516,Emergency,H07,0.4688471570514805,Teaching
1.4487300672633825,-0.49054702145028756,Routine,H07,0.4688471570514805,Teaching
-1.013296381795628,2.3899395557800123,Routine,H07,0.4688471570514805,Teaching
1.5710037466057338,-1.6816636759428756,Routine,H07,0.4688471570514805,Teaching
1.4515725226258651,-0.4934986664958587,Emergency,H07,0.4688471570514805,Teaching
1.898769346772262,0.7970668874006731,Routine,H07,0.4688471570514805,Teaching
0.2958923306634439,0.48152655367627095,Routine,H07,0.4688471570514805,Teaching
0.9550351788517544,-0.6191091067219995,Emergency,H07,0.4688471570514805,Teaching
1.5530931264872267,-1.0267873896282176,Routine,H07,0.4688471570514805,Teaching
0.6778695755933879,0.11552983873517035,Routine,H07,0.4688471570514805,Teaching
0.03100764919674,-0.043400865765678885,Emergency,H07,0.4688471570514805,Teaching
2.684270566105294,-1.8210254319767434,Emergency,H07,0.4688471570514805,Teaching
2.01824377695011,0.005503027789470332,Routine,H07,0.4688471570514805,Teaching
0.2638174565743576,0.1613269779694471,Routine,H07,0.4688471570514805,Teaching
-0.3440527871019954,0.14580864858948545,Emergency,H07,0.4688471570514805,Teaching
1.1282846653483671,-1.085077819826596,Emergency,H07,0.4688471570514805,Teaching
1.2141520396500443,0.4474956832693314,Routine,H07,0.4688471570514805,Teaching
0.49608096118099443,1.3507713440003446,Routine,H07,0.4688471570514805,Teaching
1.6313916308847687,0.4275803142873967,Routine,H07,0.4688471570514805,Teaching
1.5168075693475584,-1.1657241375809795,Routine,H07,0.4688471570514805,Teaching
0.6761106376482415,-0.4651305499513178,Routine,H07,0.4688471570514805,Teaching
1.571944177158709,0.31734516382357875,Emergency,H07,0.4688471570514805,Teaching
